Textbox88,Textbox84,Country,Code1,Station1,Type,Textbox41,ThermalPower,Textbox37,Code,Station,Textbox70,Textbox74,Textbox94,Textbox78,Textbox90,Textbox86,Textbox17
"EAF %
2010 - 2020","UCF %
2010 - 2020",ROMANIA,RO -1   ,CERNAVODA-1,PHWR ,CANDU 6,2180,706,650,SNN,AECL,1983-3 ,1996-7 ,1996-12,89.6,90.7,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",ROMANIA,RO -2   ,CERNAVODA-2,PHWR ,CANDU 6,2180,705,650,SNN,AECL,1983-7 ,2007-8 ,2007-11,94.1,95,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -11  ,NOVOVORONEZH-4,PWR  ,VVER V-179,1375,417,385,REA,AEM,1967-7 ,1972-12,1973-3 ,78,79.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -116 ,BELOYARSK-4,FBR  ,BN-800,2100,885,820,REA,AEM,2006-7 ,2015-12,2016-10,71.3,72.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -12  ,KOLA-1,PWR  ,VVER V-230,1375,440,411,REA,AEM,1970-5 ,1973-6 ,1973-12,71.9,77.2,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -13  ,KOLA-2,PWR  ,VVER V-230,1375,440,411,REA,AEM,1970-5 ,1974-12,1975-2 ,72.8,77.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -142 ,BILIBINO-2,LWGR ,EGP-6,62,12,11,REA,AEM,1970-1 ,1974-12,1975-2 ,72.7,81.5,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -143 ,BILIBINO-3,LWGR ,EGP-6,62,12,11,REA,AEM,1970-1 ,1975-12,1976-2 ,73,82,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -144 ,BILIBINO-4,LWGR ,EGP-6,62,12,11,REA,AEM,1970-1 ,1976-12,1977-1 ,71.6,80.1,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -151 ,AKADEMIK LOMONOSOV-1,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,2007-4 ,2019-12,2020-5 ,90.4,90.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -152 ,AKADEMIK LOMONOSOV-2,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,2007-4 ,2019-12,2020-5 ,77.4,77.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -161 ,NOVOVORONEZH 2-1,PWR  ,VVER V-392M,3200,1180,1100,REA,AEM,2008-6 ,2016-8 ,2017-2 ,75.7,77.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -162 ,NOVOVORONEZH 2-2,PWR  ,VVER V-392M,3200,1181,1101,REA,AEM,2009-7 ,2019-5 ,2019-10,82.1,83.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -163 ,LENINGRAD 2-1,PWR  ,VVER V-491,3200,1188,1101,REA,AEM,2008-10,2018-3 ,2018-10,74.3,75,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -164 ,LENINGRAD 2-2,PWR  ,VVER V-491,3200,1188,1066,REA,AEM,2010-4 ,2020-10,2021-3 ,0,0,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -17  ,KURSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1972-6 ,1976-12,1977-10,63.8,65.5,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -20  ,NOVOVORONEZH-5,PWR  ,VVER V-187,3000,1000,950,REA,AEM,1974-3 ,1980-5 ,1981-2 ,66.5,67.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -21  ,BELOYARSK-3,FBR  ,BN-600,1470,600,560,REA,AEM,1969-1 ,1980-4 ,1981-11,75.7,76.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -22  ,KURSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1973-1 ,1979-1 ,1979-8 ,64,65.9,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -23  ,SMOLENSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1975-10,1982-12,1983-9 ,73.9,75.6,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -24  ,SMOLENSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1976-6 ,1985-5 ,1985-7 ,75.7,77.6,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -30  ,KALININ-1,PWR  ,VVER V-338,3000,1000,950,REA,AEM,1977-2 ,1984-5 ,1985-6 ,74.1,74.8,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -31  ,KALININ-2,PWR  ,VVER V-338,3000,1000,950,REA,AEM,1982-2 ,1986-12,1987-3 ,77.1,79.1,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -32  ,KOLA-3,PWR  ,VVER V-213,1375,440,411,REA,AEM,1977-4 ,1981-3 ,1982-12,76.4,82.4,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -33  ,KOLA-4,PWR  ,VVER V-213,1375,440,411,REA,AEM,1976-8 ,1984-10,1984-12,76.5,82.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -34  ,LENINGRAD-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1973-12,1979-12,1980-6 ,73.4,74.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -35  ,LENINGRAD-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1975-2 ,1981-2 ,1981-8 ,74.9,75.8,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -36  ,KALININ-3,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1985-10,2004-12,2005-11,84.3,84.4,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -37  ,KALININ-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1986-8 ,2011-11,2012-12,87.3,87.3,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -38  ,KURSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1978-4 ,1983-10,1984-3 ,74,75.1,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -39  ,KURSK-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1981-5 ,1985-12,1986-2 ,77.5,78.5,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -59  ,ROSTOV-1,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1981-9 ,2001-3 ,2001-12,88.1,88.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -62  ,ROSTOV-2,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1983-5 ,2010-3 ,2010-12,89.3,89.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -63  ,ROSTOV-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,2009-9 ,2014-12,2015-9 ,84,85.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -64  ,ROSTOV-4,PWR  ,VVER V-320,3000,1030,979,REA,AEM,2010-6 ,2018-2 ,2018-9 ,91.9,93.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -67  ,SMOLENSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1984-5 ,1990-1 ,1990-10,78.9,80.5,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -96  ,BALAKOVO-1,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1980-12,1985-12,1986-5 ,74.2,76,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -97  ,BALAKOVO-2,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1981-8 ,1987-10,1988-1 ,73.6,76,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -98  ,BALAKOVO-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1982-11,1988-12,1989-4 ,76.2,79.1,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",RUSSIA,RU -99  ,BALAKOVO-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1984-4 ,1993-4 ,1993-12,80.5,83.7,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",SLOVAKIA,SK -13  ,BOHUNICE-3,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,1976-12,1984-8 ,1985-2 ,81.4,84.7,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",SLOVAKIA,SK -14  ,BOHUNICE-4,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,1976-12,1985-8 ,1985-12,82.4,85.5,"DH, PH"
"EAF %
2010 - 2020","UCF %
2010 - 2020",SLOVAKIA,SK -6   ,MOCHOVCE-1,PWR  ,VVER V-213,1471,470,436,SE,ŠKODA ,1983-10,1998-7 ,1998-10,86.9,88.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SLOVAKIA,SK -7   ,MOCHOVCE-2,PWR  ,VVER V-213,1471,501,469,SE,ŠKODA ,1983-10,1999-12,2000-4 ,87.1,88.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SLOVENIA,SI -1   ,KRSKO,PWR  ,WH 2LP,1994,727,688,NEK,WH,1975-3 ,1981-10,1983-1 ,86.4,87.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SOUTH AFRICA,ZA -1   ,KOEBERG-1,PWR  ,CP1,2775,970,930,ESKOM,FRAM,1976-7 ,1984-4 ,1984-7 ,74,77.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SOUTH AFRICA,ZA -2   ,KOEBERG-2,PWR  ,CP1,2775,970,930,ESKOM,FRAM,1976-7 ,1985-7 ,1985-11,73.5,79.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -10  ,COFRENTES,BWR  ,BWR-6 (Mark 3),3237,1102,1064,ID,GE,1975-9 ,1984-10,1985-3 ,87.4,88.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -11  ,TRILLO-1,PWR  ,PWR 3 loops,3010,1066,1003,CNAT,KWU,1979-8 ,1988-5 ,1988-8 ,87.3,87.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -16  ,VANDELLOS-2,PWR  ,WH 3LP,2941,1087,1045,ANAV,WH,1980-12,1987-12,1988-3 ,82.3,83.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -6   ,ALMARAZ-1,PWR  ,WH 3LP,2947,1049,1011,CNAT,WH,1973-7 ,1981-5 ,1983-9 ,86,87,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -7   ,ALMARAZ-2,PWR  ,WH 3LP,2947,1044,1006,CNAT,WH,1973-7 ,1983-10,1984-7 ,87.7,88.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -8   ,ASCO-1,PWR  ,WH 3LP,2941,1033,995,ANAV,WH,1974-5 ,1983-8 ,1984-12,85.6,86.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SPAIN,ES -9   ,ASCO-2,PWR  ,WH 3LP,2941,1027,997,ANAV,WH,1975-3 ,1985-10,1986-3 ,87.3,88.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -10  ,RINGHALS-4,PWR  ,WH 3LP,3300,1171,1130,RAB,WH,1973-11,1982-6 ,1983-11,83.1,85.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -11  ,FORSMARK-2,BWR  ,"AA-III, BWR-25",3253,1157,1118,FKA,ABB ATOM,1975-1 ,1981-1 ,1981-7 ,82.6,84.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -12  ,OSKARSHAMN-3,BWR  ,"AA-IV, BWR-300",3900,1450,1400,OKG,ABB ATOM,1980-5 ,1985-3 ,1985-8 ,80.8,82,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -14  ,FORSMARK-3,BWR  ,"AA-IV, BWR-300",3300,1195,1172,FKA,ABB ATOM,1979-1 ,1985-3 ,1985-8 ,85.4,87.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -7   ,RINGHALS-3,PWR  ,WH 3LP,3135,1117,1072,RAB,WH,1972-9 ,1980-9 ,1981-9 ,78.5,80.5,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWEDEN,SE -9   ,FORSMARK-1,BWR  ,"AA-III, BWR-25",2927,1027,990,FKA,ABB ATOM,1973-6 ,1980-6 ,1980-12,84.4,86.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWITZERLAND,CH -1   ,BEZNAU-1,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,1965-9 ,1969-7 ,1969-12,80.3,80.6,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWITZERLAND,CH -3   ,BEZNAU-2,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,1968-1 ,1971-10,1972-3 ,87.4,87.6,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWITZERLAND,CH -4   ,GOESGEN,PWR  ,PWR 3 Loop,3002,1060,1010,KKG,KWU,1973-12,1979-2 ,1979-11,89,89.8,PH
"EAF %
2010 - 2020","UCF %
2010 - 2020",SWITZERLAND,CH -5   ,LEIBSTADT,BWR  ,BWR-6,3600,1275,1220,KKL,GETSCO,1974-1 ,1984-5 ,1984-12,83.1,84.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UAE,AE -01  ,BARAKAH-1,PWR  ,APR-1400,3983,1400,1345,NAWAH,KEPCO,2012-7 ,2020-8 ,2021-4 ,0,0,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -16A ,HINKLEY POINT B-1,GCR  ,AGR,1494,655,485,EDF UK,TNPG,1967-9 ,1976-10,1978-10,75.8,76.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -16B ,HINKLEY POINT B-2,GCR  ,AGR,1494,655,480,EDF UK,TNPG,1967-9 ,1976-2 ,1976-9 ,74.3,75.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -17A ,HUNTERSTON B-1,GCR  ,AGR,1496,644,490,EDF UK,TNPG,1967-11,1976-2 ,1976-2 ,69.4,69.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -17B ,HUNTERSTON B-2,GCR  ,AGR,1496,644,495,EDF UK,TNPG,1967-11,1977-3 ,1977-3 ,71.3,71.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -18A ,DUNGENESS B-1,GCR  ,AGR,1500,615,545,EDF UK,APC,1965-10,1983-4 ,1985-4 ,43.5,44.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -18B ,DUNGENESS B-2,GCR  ,AGR,1500,615,545,EDF UK,APC,1965-10,1985-12,1989-4 ,48.7,48.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -19A ,HARTLEPOOL A-1,GCR  ,AGR,1500,655,590,EDF UK,NPC,1968-10,1983-8 ,1989-4 ,70.3,70.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -19B ,HARTLEPOOL A-2,GCR  ,AGR,1500,655,595,EDF UK,NPC,1968-10,1984-10,1989-4 ,71.6,71.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -20A ,HEYSHAM A-1,GCR  ,AGR,1500,625,485,EDF UK,NPC,1970-12,1983-7 ,1989-4 ,68.1,68.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -20B ,HEYSHAM A-2,GCR  ,AGR,1500,625,575,EDF UK,NPC,1970-12,1984-10,1989-4 ,67.3,67.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -22A ,HEYSHAM B-1,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-8 ,1988-7 ,1989-4 ,80.1,80.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -22B ,HEYSHAM B-2,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-8 ,1988-11,1989-4 ,78.3,79.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -23A ,TORNESS-1,GCR  ,AGR,1623,682,595,EDF UK,NNC,1980-8 ,1988-5 ,1988-5 ,78,79.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -23B ,TORNESS-2,GCR  ,AGR,1623,682,605,EDF UK,NNC,1980-8 ,1989-2 ,1989-2 ,77.3,78.4,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UK,GB -24  ,SIZEWELL B,PWR  ,SNUPPS,3425,1250,1198,EDF UK,PPC,1988-7 ,1995-2 ,1995-9 ,84.4,85.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -126 ,ZAPOROZHYE-5,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-11,1989-8 ,1989-10,73.8,75.8,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -127 ,ZAPOROZHYE-6,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1986-6 ,1995-10,1996-9 ,79.3,81.4,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -27  ,ROVNO-1,PWR  ,VVER V-213,1375,420,381,NNEGC,PAIP,1973-8 ,1980-12,1981-9 ,79.1,79.7,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -28  ,ROVNO-2,PWR  ,VVER V-213,1375,415,376,NNEGC,PAIP,1973-10,1981-12,1982-7 ,80.4,81.3,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-2 ,1986-12,1987-5 ,69.4,71.3,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-11,1987-12,1988-8 ,71.7,72.8,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -41  ,KHMELNITSKI-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-2 ,2004-8 ,2005-12,78.1,79.4,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,1976-8 ,1982-12,1983-12,68,70.3,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,1981-7 ,1985-1 ,1985-4 ,64.8,67.1,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -48  ,SOUTH UKRAINE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1984-11,1989-9 ,1989-12,68.6,71.9,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-4 ,1984-12,1985-12,66.7,68.9,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-1 ,1985-7 ,1986-2 ,68.4,70.9,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -69  ,ROVNO-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1986-8 ,2004-10,2006-4 ,75.5,77.6,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1982-4 ,1986-12,1987-3 ,71.3,74,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1983-4 ,1987-12,1988-4 ,72.9,75.2,DH
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -220 ,NINE MILE POINT-1,BWR  ,BWR-2 (Mark 1),1850,642,613,EXELON,GE,1965-4 ,1969-11,1969-12,78.9,78.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -237 ,DRESDEN-2,BWR  ,BWR-3 (Mark 1),2957,950,894,EXELON,GE,1966-1 ,1970-4 ,1970-6 ,82.1,82.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -244 ,GINNA,PWR  ,WH 2LP (DRYAMB,1775,608,560,EXELON,WH,1966-4 ,1969-12,1970-7 ,87.2,87.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -249 ,DRESDEN-3,BWR  ,BWR-3 (Mark 1),2957,935,879,EXELON,GE,1966-10,1971-7 ,1971-11,79.6,79.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -250 ,TURKEY POINT-3,PWR  ,WH 3LP (DRYAMB,2644,829,837,FPL,WH,1967-4 ,1972-11,1972-12,80,80.1,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -251 ,TURKEY POINT-4,PWR  ,WH 3LP (DRYAMB,2644,829,821,FPL,WH,1967-4 ,1973-6 ,1973-9 ,80.3,80.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -254 ,QUAD CITIES-1,BWR  ,BWR-3 (Mark 1),2957,940,908,EXELON,GE,1967-2 ,1972-4 ,1973-2 ,82.3,82.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -255 ,PALISADES,PWR  ,CE 2LP (DRYAMB,2565,850,805,ENTERGY,CE,1967-3 ,1971-12,1971-12,74,74.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -259 ,BROWNS FERRY-1,BWR  ,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,1967-5 ,1973-10,1974-8 ,77.3,77.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -260 ,BROWNS FERRY-2,BWR  ,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,1967-5 ,1974-8 ,1975-3 ,83.1,83.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -261 ,ROBINSON-2,PWR  ,WH 3LP (DRYAMB,2339,780,741,PROGRESS,WH,1967-4 ,1970-9 ,1971-3 ,80.7,80.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -263 ,MONTICELLO,BWR  ,BWR-3 (Mark 1),2004,691,628,NSP,GE,1967-6 ,1971-3 ,1971-6 ,85.9,85.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -265 ,QUAD CITIES-2,BWR  ,BWR-3 (Mark 1),2957,940,911,EXELON,GE,1967-2 ,1972-5 ,1973-3 ,81.1,81.6,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -266 ,POINT BEACH-1,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1967-7 ,1970-11,1970-12,85.6,85.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -269 ,OCONEE-1,PWR  ,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,1967-11,1973-5 ,1973-7 ,82.7,82.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -270 ,OCONEE-2,PWR  ,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,1967-11,1973-12,1974-9 ,84.6,84.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -272 ,SALEM-1,PWR  ,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,1968-9 ,1976-12,1977-6 ,73,73.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -275 ,DIABLO CANYON-1,PWR  ,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,1968-4 ,1984-11,1985-5 ,88.1,88.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -277 ,PEACH BOTTOM-2,BWR  ,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,1968-1 ,1974-2 ,1974-7 ,79.9,79.9,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -278 ,PEACH BOTTOM-3,BWR  ,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,1968-1 ,1974-9 ,1974-12,80.2,80.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -280 ,SURRY-1,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6 ,1972-7 ,1972-12,79.3,79.3,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -281 ,SURRY-2,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6 ,1973-3 ,1973-5 ,79.8,79.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -282 ,PRAIRIE ISLAND-1,PWR  ,WH 2LP (DRYAMB,1677,566,522,NSP,WH,1968-6 ,1973-12,1973-12,87.2,87.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -286 ,INDIAN POINT-3,PWR  ,WH 4LP (DRYAMB,3216,1085,1030,ENTERGY,WH,1968-11,1976-4 ,1976-8 ,75.1,75.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -287 ,OCONEE-3,PWR  ,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,1967-11,1974-9 ,1974-12,83.5,83.8,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -296 ,BROWNS FERRY-3,BWR  ,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,1968-7 ,1976-9 ,1977-3 ,84.9,85.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -298 ,COOPER,BWR  ,BWR-4 (Mark 1),2419,801,769,ENTERGY,GE,1968-6 ,1974-5 ,1974-7 ,79.7,79.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -301 ,POINT BEACH-2,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1968-7 ,1972-8 ,1972-10,86.7,86.7,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -306 ,PRAIRIE ISLAND-2,PWR  ,WH 2LP (DRYAMB,1677,560,519,NSP,WH,1969-6 ,1974-12,1974-12,88.2,88.2,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -311 ,SALEM-2,PWR  ,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,1968-9 ,1981-6 ,1981-10,76,76,-
"EAF %
2010 - 2020","UCF %
2010 - 2020",USA,US -313 ,ANO-1,PWR  ,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,1968-10,1974-8 ,1974-12,81.4,81.8,-
