Country,Code,Name,Type,Model,Thermal,Gross,Net,Operator,Supplier,Start,Connection,Operation,Shutdown,EAF,UCF,NEA,Status
UK,GB -17B ,HUNTERSTON B-2,GCR  ,AGR,1496,644,495,EDF UK,TNPG,1967-11,1977-3 ,1977-4 ,,71.4,71.5,-,Online
UK,GB -19A ,HARTLEPOOL A-1,GCR  ,AGR,1500,655,590,EDF UK,NPC,1968-10,1983-8 ,1989-4 ,,69.8,70,-,Online
UK,GB -19B ,HARTLEPOOL A-2,GCR  ,AGR,1500,655,595,EDF UK,NPC,1968-10,1984-10,1989-4 ,,71.1,71.3,-,Online
UK,GB -20A ,HEYSHAM A-1,GCR  ,AGR,1500,625,485,EDF UK,NPC,1970-12,1983-7 ,1989-4 ,,68,68.2,-,Online
UK,GB -20B ,HEYSHAM A-2,GCR  ,AGR,1500,625,575,EDF UK,NPC,1970-12,1984-10,1989-4 ,,67.1,67.6,-,Online
UK,GB -22A ,HEYSHAM B-1,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-8 ,1988-7 ,1989-4 ,,78.8,79.4,-,Online
UK,GB -22B ,HEYSHAM B-2,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-8 ,1988-11,1989-4 ,,78,78.9,-,Online
UK,GB -23A ,TORNESS-1,GCR  ,AGR,1623,682,595,EDF UK,NNC,1980-8 ,1988-5 ,1988-5 ,,77.4,79,-,Online
UK,GB -23B ,TORNESS-2,GCR  ,AGR,1623,682,605,EDF UK,NNC,1980-8 ,1989-2 ,1989-2 ,,77.1,78.1,-,Online
UK,GB -24  ,SIZEWELL B,PWR  ,SNUPPS,3425,1250,1198,EDF UK,PPC,1988-7 ,1995-2 ,1995-9 ,,83.6,84.4,-,Online
UKRAINE,UA -126 ,ZAPOROZHYE-5,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-11,1989-8 ,1989-10,,73.4,75.3,DH,Online
UKRAINE,UA -127 ,ZAPOROZHYE-6,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1986-6 ,1995-10,1996-9 ,,78.6,80.7,DH,Online
UKRAINE,UA -27  ,ROVNO-1,PWR  ,VVER V-213,1375,420,381,NNEGC,PAIP,1973-8 ,1980-12,1981-9 ,,79.2,80,DH,Online
UKRAINE,UA -28  ,ROVNO-2,PWR  ,VVER V-213,1375,415,376,NNEGC,PAIP,1973-10,1981-12,1982-7 ,,80.4,81.5,DH,Online
UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-2 ,1986-12,1987-5 ,,69,71,DH,Online
UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-11,1987-12,1988-8 ,,71.5,72.7,DH,Online
UKRAINE,UA -41  ,KHMELNITSKI-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-2 ,2004-8 ,2005-12,,78.3,79.8,DH,Online
UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,1976-8 ,1982-12,1983-12,,68,70.4,DH,Online
UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,1981-7 ,1985-1 ,1985-4 ,,65.2,67.6,DH,Online
UKRAINE,UA -48  ,SOUTH UKRAINE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1984-11,1989-9 ,1989-12,,68.3,71.8,DH,Online
UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-4 ,1984-12,1985-12,,66.7,68.9,DH,Online
UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-1 ,1985-7 ,1986-2 ,,68.5,71,DH,Online
UKRAINE,UA -69  ,ROVNO-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1986-8 ,2004-10,2006-4 ,,76,78.1,DH,Online
UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1982-4 ,1986-12,1987-3 ,,71.4,74.1,DH,Online
UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1983-4 ,1987-12,1988-4 ,,73,75.2,DH,Online
USA,US -220 ,NINE MILE POINT-1,BWR  ,BWR-2 (Mark 1),1850,642,613,EXELON,GE,1965-4 ,1969-11,1969-12,,79.2,79.2,-,Online
USA,US -237 ,DRESDEN-2,BWR  ,BWR-3 (Mark 1),2957,950,894,EXELON,GE,1966-1 ,1970-4 ,1970-6 ,,82.4,82.4,-,Online
USA,US -244 ,GINNA,PWR  ,WH 2LP (DRYAMB,1775,608,560,EXELON,WH,1966-4 ,1969-12,1970-7 ,,87.4,87.4,-,Online
USA,US -249 ,DRESDEN-3,BWR  ,BWR-3 (Mark 1),2957,935,879,EXELON,GE,1966-10,1971-7 ,1971-11,,80,80,-,Online
USA,US -250 ,TURKEY POINT-3,PWR  ,WH 3LP (DRYAMB,2644,829,837,FPL,WH,1967-4 ,1972-11,1972-12,,80.2,80.3,-,Online
USA,US -251 ,TURKEY POINT-4,PWR  ,WH 3LP (DRYAMB,2644,829,821,FPL,WH,1967-4 ,1973-6 ,1973-9 ,,80.8,80.8,-,Online
USA,US -254 ,QUAD CITIES-1,BWR  ,BWR-3 (Mark 1),2957,940,908,EXELON,GE,1967-2 ,1972-4 ,1973-2 ,,82.6,82.6,-,Online
USA,US -255 ,PALISADES,PWR  ,CE 2LP (DRYAMB,2565,850,805,ENTERGY,CE,1967-3 ,1971-12,1971-12,,74.6,75.4,-,Online
USA,US -259 ,BROWNS FERRY-1,BWR  ,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,1967-5 ,1973-10,1974-12,,78.2,78.5,-,Online
USA,US -260 ,BROWNS FERRY-2,BWR  ,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,1967-5 ,1974-8 ,1975-3 ,,83.1,83.3,-,Online
USA,US -261 ,ROBINSON-2,PWR  ,WH 3LP (DRYAMB,2339,780,741,PROGRESS,WH,1967-4 ,1970-9 ,1971-3 ,,81,81.2,-,Online
USA,US -263 ,MONTICELLO,BWR  ,BWR-3 (Mark 1),2004,691,628,NSP,GE,1967-6 ,1971-3 ,1971-6 ,,86,86.1,-,Online
USA,US -265 ,QUAD CITIES-2,BWR  ,BWR-3 (Mark 1),2957,940,911,EXELON,GE,1967-2 ,1972-5 ,1973-3 ,,81.5,82,-,Online
USA,US -266 ,POINT BEACH-1,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1967-7 ,1970-11,1970-12,,85.9,86.2,-,Online
USA,US -269 ,OCONEE-1,PWR  ,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,1967-11,1973-5 ,1973-7 ,,83,83.2,-,Online
USA,US -270 ,OCONEE-2,PWR  ,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,1967-11,1973-12,1974-9 ,,84.7,84.9,-,Online
USA,US -272 ,SALEM-1,PWR  ,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,1968-9 ,1976-12,1977-6 ,,73.7,73.8,-,Online
USA,US -275 ,DIABLO CANYON-1,PWR  ,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,1968-4 ,1984-11,1985-5 ,,88.4,88.5,-,Online
USA,US -277 ,PEACH BOTTOM-2,BWR  ,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,1968-1 ,1974-2 ,1974-7 ,,80.3,80.4,-,Online
USA,US -278 ,PEACH BOTTOM-3,BWR  ,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,1968-1 ,1974-9 ,1974-12,,80.6,80.7,-,Online
USA,US -280 ,SURRY-1,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6 ,1972-7 ,1972-12,,79.5,79.5,-,Online
USA,US -281 ,SURRY-2,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-6 ,1973-3 ,1973-5 ,,80,80,-,Online
USA,US -282 ,PRAIRIE ISLAND-1,PWR  ,WH 2LP (DRYAMB,1677,566,522,NSP,WH,1968-6 ,1973-12,1973-12,,87.5,87.5,-,Online
USA,US -287 ,OCONEE-3,PWR  ,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,1967-11,1974-9 ,1974-12,,83.9,84.1,-,Online
USA,US -296 ,BROWNS FERRY-3,BWR  ,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,1968-7 ,1976-9 ,1977-3 ,,85.4,85.7,-,Online
USA,US -298 ,COOPER,BWR  ,BWR-4 (Mark 1),2419,801,769,ENTERGY,GE,1968-6 ,1974-5 ,1974-7 ,,80.1,80.2,-,Online
USA,US -301 ,POINT BEACH-2,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1968-7 ,1972-8 ,1972-10,,86.9,86.9,-,Online
USA,US -306 ,PRAIRIE ISLAND-2,PWR  ,WH 2LP (DRYAMB,1677,560,519,NSP,WH,1969-6 ,1974-12,1974-12,,88.3,88.3,-,Online
USA,US -311 ,SALEM-2,PWR  ,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,1968-9 ,1981-6 ,1981-10,,76.3,76.3,-,Online
USA,US -313 ,ANO-1,PWR  ,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,1968-10,1974-8 ,1974-12,,81.6,82,-,Online
USA,US -315 ,COOK-1,PWR  ,WH 4LP (ICECDN,3304,1131,1030,AEP,WH,1969-3 ,1975-2 ,1975-8 ,,73.4,73.6,-,Online
USA,US -316 ,COOK-2,PWR  ,WH 4LP (ICECDN,3468,1231,1168,AEP,WH,1969-3 ,1978-3 ,1978-7 ,,74.6,74.7,-,Online
USA,US -317 ,CALVERT CLIFFS-1,PWR  ,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,1968-6 ,1975-1 ,1975-5 ,,82.3,82.5,-,Online
USA,US -318 ,CALVERT CLIFFS-2,PWR  ,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,1968-6 ,1976-12,1977-4 ,,85.2,85.3,-,Online
USA,US -321 ,HATCH-1,BWR  ,BWR-4 (Mark 1),2804,911,876,SOUTHERN,GE,1968-9 ,1974-11,1975-12,,84,84,-,Online
USA,US -323 ,DIABLO CANYON-2,PWR  ,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,1970-12,1985-10,1986-3 ,,88.3,88.4,-,Online
USA,US -324 ,BRUNSWICK-2,BWR  ,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,1970-2 ,1975-4 ,1975-11,,78.4,78.7,-,Online
USA,US -325 ,BRUNSWICK-1,BWR  ,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,1970-2 ,1976-12,1977-3 ,,79.4,79.7,-,Online
USA,US -327 ,SEQUOYAH-1,PWR  ,WH 4LP (ICECND,3455,1221,1152,TVA,WH,1970-5 ,1980-7 ,1981-7 ,,77.4,77.4,-,Online
USA,US -328 ,SEQUOYAH-2,PWR  ,WH 4LP (ICECND,3455,1200,1139,TVA,WH,1970-5 ,1981-12,1982-6 ,,80.6,80.6,-,Online
USA,US -333 ,FITZPATRICK,BWR  ,BWR-4 (Mark 1),2536,849,813,EXELON,GE,1968-9 ,1975-2 ,1975-7 ,,81.7,81.8,-,Online
USA,US -334 ,BEAVER VALLEY-1,PWR  ,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,1970-6 ,1976-6 ,1976-10,,78.8,78.8,-,Online
USA,US -335 ,ST. LUCIE-1,PWR  ,CE 2LP (DRYAMB,3020,1045,981,FPL,CE,1970-7 ,1976-5 ,1976-12,,83.6,83.8,-,Online
USA,US -336 ,MILLSTONE-2,PWR  ,CE 2LP (DRYAMB,2700,918,869,DOMINION,CE,1969-11,1975-11,1975-12,,73,73.5,-,Online
USA,US -338 ,NORTH ANNA-1,PWR  ,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,1971-2 ,1978-4 ,1978-6 ,,84.6,85.1,-,Online
USA,US -339 ,NORTH ANNA-2,PWR  ,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,1971-2 ,1980-8 ,1980-12,,87.2,87.9,-,Online
USA,US -341 ,FERMI-2,BWR  ,BWR-4 (Mark 1),3486,1198,1115,DTEDISON,GE,1972-9 ,1986-9 ,1988-1 ,,80.5,80.5,-,Online
USA,US -346 ,DAVIS BESSE-1,PWR  ,B&W RLP (DRYAM,2817,925,894,FENOC,B&W,1970-9 ,1977-8 ,1978-7 ,,74.7,74.8,-,Online
USA,US -348 ,FARLEY-1,PWR  ,WH 3LP (DRYAMB,2775,918,874,SOUTHERN,WH,1970-10,1977-8 ,1977-12,,86,86.1,-,Online
USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6 ,1985-4 ,1986-2 ,,91.9,91.9,-,Online
USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-6 ,1989-9 ,1990-1 ,,93.8,93.8,-,Online
USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,1976-3 ,1986-8 ,1986-12,,88.6,88.6,-,Online
USA,US -364 ,FARLEY-2,PWR  ,WH 3LP (DRYAMB,2775,928,883,SOUTHERN,WH,1970-10,1981-5 ,1981-7 ,,89.4,89.4,-,Online
USA,US -366 ,HATCH-2,BWR  ,BWR-4 (Mark 1),2804,921,883,SOUTHERN,GE,1972-2 ,1978-9 ,1979-9 ,,85.6,85.6,-,Online
USA,US -368 ,ANO-2,PWR  ,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,1968-12,1978-12,1980-3 ,,84.1,84.2,-,Online
USA,US -369 ,MCGUIRE-1,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4 ,1981-9 ,1981-12,,84.2,84.5,-,Online
USA,US -370 ,MCGUIRE-2,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-4 ,1983-5 ,1984-3 ,,87.1,87.1,-,Online
USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,1973-9 ,1982-9 ,1984-1 ,,82.6,82.6,-,Online
USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,1973-9 ,1984-4 ,1984-10,,81.8,81.8,-,Online
USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,1974-11,1985-3 ,1985-9 ,,87.7,88,-,Online
USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1982-11,1983-6 ,,85.8,85.8,-,Online
USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11,1984-7 ,1985-2 ,,88.7,88.7,-,Online
USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,1977-6 ,1983-6 ,1983-8 ,,86.6,86.9,-,Online
USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,1973-7 ,1996-2 ,1996-5 ,,90,90.1,-,Online
USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,1973-9 ,2016-6 ,2016-10,,84.7,84.7,-,Online
USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,1973-3 ,1982-11,1984-1 ,,86,86,-,Online
USA,US -397 ,COLUMBIA,BWR  ,BWR-5 (Mark 2),3486,1190,1131,ENERGYNW,GE,1972-8 ,1984-5 ,1984-12,,81.6,82.2,-,Online
USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,1978-1 ,1987-1 ,1987-5 ,,89.5,89.6,-,Online
USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,1975-8 ,1987-8 ,1988-3 ,,87.6,87.6,-,Online
USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,1974-5 ,1987-8 ,1987-11,,88.8,88.8,-,Online
USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,1974-5 ,1985-1 ,1985-6 ,,87.2,87.2,-,Online
USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,1974-5 ,1986-5 ,1986-8 ,,88.2,88.2,-,Online
USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,1974-5 ,1984-10,1985-7 ,,84.4,84.6,-,Online
USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,1974-8 ,1986-2 ,1986-4 ,,81.5,81.5,-,Online
USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,1976-8 ,1987-3 ,1987-6 ,,91.5,91.5,-,Online
USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,1976-8 ,1989-4 ,1989-5 ,,91.9,91.9,-,Online
USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,1974-10,1986-12,1987-11,,84.4,84.4,-,Online
USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,1976-7 ,1990-5 ,1990-8 ,,88.9,89,-,Online
USA,US -445 ,COMANCHE PEAK-1,PWR  ,WH 4LP (DRYAMB,3612,1259,1205,LUMINANT,WH,1974-12,1990-4 ,1990-8 ,,90.9,90.9,-,Online
USA,US -446 ,COMANCHE PEAK-2,PWR  ,WH 4LP (DRYAMB,3612,1250,1195,LUMINANT,WH,1974-12,1993-4 ,1993-8 ,,91.1,91.2,-,Online
USA,US -454 ,BYRON-1,PWR  ,WH 4LP (DRYAMB,3645,1242,1164,EXELON,WH,1975-4 ,1985-3 ,1985-9 ,,90.2,90.3,-,Online
USA,US -455 ,BYRON-2,PWR  ,WH 4LP (DRYAMB,3645,1210,1136,EXELON,WH,1975-4 ,1987-2 ,1987-8 ,,93.3,93.3,-,Online
USA,US -456 ,BRAIDWOOD-1,PWR  ,WH 4LP (DRYAMB,3645,1270,1194,EXELON,WH,1975-8 ,1987-7 ,1988-7 ,,90.6,90.6,-,Online
USA,US -457 ,BRAIDWOOD-2,PWR  ,WH 4LP (DRYAMB,3645,1230,1160,EXELON,WH,1975-8 ,1988-5 ,1988-10,,92.5,92.5,-,Online
USA,US -458 ,RIVER BEND-1,BWR  ,BWR-6 (Mark 3),3091,1016,967,ENTERGY,GE,1977-3 ,1985-12,1986-6 ,,84.9,85.1,-,Online
USA,US -461 ,CLINTON-1,BWR  ,BWR-6 (Mark 3),3473,1098,1062,EXELON,GE,1975-10,1987-4 ,1987-11,,82.5,82.5,-,Online
USA,US -482 ,WOLF CREEK,PWR  ,WH 4LP (DRYAMB,3565,1285,1200,WCNOC,WH,1977-5 ,1985-6 ,1985-9 ,,85.8,85.8,-,Online
USA,US -483 ,CALLAWAY-1,PWR  ,WH 4LP (DRYAMB,3565,1275,1215,AmerenUE,WH,1975-9 ,1984-10,1984-12,,87,87.1,-,Online
USA,US -498 ,SOUTH TEXAS-1,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1988-3 ,1988-8 ,,84.5,84.5,-,Online
USA,US -499 ,SOUTH TEXAS-2,PWR  ,WH 4LP (DRYAMB,3853,1354,1280,STP,WH,1975-12,1989-4 ,1989-6 ,,84.5,84.5,-,Online
USA,US -528 ,PALO VERDE-1,PWR  ,CE80 2LP (DRYA,3990,1414,1311,APS,CE,1976-5 ,1985-6 ,1986-1 ,,82.7,82.8,-,Online
USA,US -529 ,PALO VERDE-2,PWR  ,CE80 2LP (DRYA,3990,1414,1314,APS,CE,1976-6 ,1986-5 ,1986-9 ,,84.6,84.7,-,Online
USA,US -530 ,PALO VERDE-3,PWR  ,CE80 2LP (DRYA,3990,1414,1312,APS,CE,1976-6 ,1987-11,1988-1 ,,86.3,86.5,-,Online
"TAIWAN,CHINA",TW -4   ,KUOSHENG-2,BWR  ,BWR-6,2894,985,985,TPC,GE,1976-3 ,1982-6 ,1983-3 ,,83.7,84.7,-,Online
"TAIWAN,CHINA",TW -5   ,MAANSHAN-1,PWR  ,WH 3LP (WE 312,2822,951,936,TPC,WH,1978-8 ,1984-5 ,1984-7 ,,86.8,87.7,-,Online
"TAIWAN,CHINA",TW -6   ,MAANSHAN-2,PWR  ,WH 3LP (WE 312,2822,951,938,TPC,WH,1979-2 ,1985-2 ,1985-5 ,,86.3,87.4,-,Online
INDIA,IN-3,RAJASTHAN-1,PHWR ,Horizontal Pre,346,100,134,NPCIL,AECL,1965-8,1972-11,1973-12,2004-10,,,-,Decommissioning
ARMENIA,AM -18  ,ARMENIAN-1,PWR  ,,1375,408,376,ANPPCJSC,FAEA,1969-7 ,1976-12,1977-10,1989-2 ,,,-,Shutdown
BELGIUM,BE -1   ,BR-3,PWR  ,,41,12,10,CEN/SCK,WH,1957-11,1962-10,1962-10,1987-6 ,,,-,Shutdown
BULGARIA,BG -1   ,KOZLODUY-1,PWR  ,,1375,440,408,K N N P,AEE,1970-4 ,1974-7 ,1974-10,2002-12,,,-,Shutdown
BULGARIA,BG -2   ,KOZLODUY-2,PWR  ,,1375,440,408,KOZNPP,AEE,1970-4 ,1975-8 ,1975-11,2002-12,,,-,Shutdown
BULGARIA,BG -3   ,KOZLODUY-3,PWR  ,,1375,440,408,K N N P,AEE,1973-10,1980-12,1981-1 ,2006-12,,,-,Shutdown
BULGARIA,BG -4   ,KOZLODUY-4,PWR  ,,1375,440,408,K N N P,AEE,1973-10,1982-5 ,1982-6 ,2006-12,,,-,Shutdown
CANADA,CA -2   ,DOUGLAS POINT,PHWR ,,704,218,206,OH,AECL,1960-2 ,1967-1 ,1968-9 ,1984-5 ,,,-,Shutdown
CANADA,CA -3   ,GENTILLY-1,HWLWR,,792,266,250,HQ,AECL,1966-9 ,1971-4 ,1972-5 ,1977-6 ,,,-,Shutdown
CANADA,CA -12  ,GENTILLY-2,PHWR ,,2156,675,635,HQ,AECL,1974-4 ,1982-12,1983-10,2012-12,,,-,Shutdown
CANADA,CA -5   ,PICKERING-2,PHWR ,,1744,542,515,OPG,OH/AECL,1966-9 ,1971-10,1971-12,2007-5 ,,,-,Shutdown
CANADA,CA -6   ,PICKERING-3,PHWR ,,1744,542,515,OPG,OH/AECL,1967-12,1972-5 ,1972-6 ,2008-10,,,-,Shutdown
CANADA,CA -1   ,ROLPHTON NPD,PHWR ,,92,25,22,OH,CGE,1958-1 ,1962-6 ,1962-10,1987-8 ,,,-,Shutdown
FRANCE,FR -9   ,BUGEY-1,GCR  ,,1954,555,540,EDF,FRAM,1965-12,1972-4 ,1972-7 ,1994-5 ,,,-,Shutdown
FRANCE,FR -2   ,CHINON A-1,GCR  ,,300,80,70,EDF,LEVIVIER,1957-2 ,1963-6 ,1964-2 ,1973-4 ,,,-,Shutdown
FRANCE,FR -3   ,CHINON A-2,GCR  ,,800,230,180,EDF,LEVIVIER,1959-8 ,1965-2 ,1965-2 ,1985-6 ,,,-,Shutdown
FRANCE,FR -4   ,CHINON A-3,GCR  ,,1170,480,360,EDF,GTM,1961-3 ,1966-8 ,1966-8 ,1990-6 ,,,-,Shutdown
FRANCE,FR -5   ,CHOOZ-A (ARDENNES),PWR  ,,1040,320,305,SENA,A/F/W,1962-1 ,1967-4 ,1967-4 ,1991-10,,,-,Shutdown
FRANCE,FR -6   ,EL-4 (MONTS D'ARREE),HWGCR,,250,75,70,EDF,GAAA,1962-7 ,1967-7 ,1968-6 ,1985-7 ,,,-,Shutdown
FRANCE,FR -11  ,FESSENHEIM-1,PWR  ,,2785,920,880,EDF,FRAM,1971-9 ,1977-4 ,1978-1 ,2020-2 ,,,-,Shutdown
FRANCE,FR -12  ,FESSENHEIM-2,PWR  ,,2785,920,880,EDF,FRAM,1972-2 ,1977-10,1978-4 ,2020-6 ,,,-,Shutdown
FRANCE,FR -1B  ,G-2 (MARCOULE),GCR  ,,260,43,39,COGEMA,SACM,1955-3 ,1959-4 ,1959-4 ,1980-2 ,,,-,Shutdown
FRANCE,FR -1   ,G-3 (MARCOULE),GCR  ,,260,43,40,COGEMA,SACM,1956-3 ,1960-4 ,1960-4 ,1984-6 ,,,-,Shutdown
FRANCE,FR -10  ,PHENIX,FBR  ,,345,142,130,CEA/EDF,CNCLNEY,1968-11,1973-12,1974-7 ,2010-2 ,,,-,Shutdown
FRANCE,FR -7   ,ST. LAURENT A-1,GCR  ,,1650,500,390,EDF,FRAM,1963-10,1969-3 ,1969-6 ,1990-4 ,,,-,Shutdown
FRANCE,FR -8   ,ST. LAURENT A-2,GCR  ,,1475,530,465,EDF,FRAM,1966-1 ,1971-8 ,1971-11,1992-5 ,,,-,Shutdown
FRANCE,FR -24  ,SUPER-PHENIX,FBR  ,,3000,1242,1200,EDF,ASPALDO,1976-12,1986-1 ,1986-12,1998-12,,,-,Shutdown
GERMANY,DE -4   ,AVR JUELICH,HTGR ,,46,15,13,AVR,BBK,1961-8 ,1967-12,1969-5 ,1988-12,,,-,Shutdown
GERMANY,DE -12  ,BIBLIS-A,PWR  ,,3517,1225,1167,RWE,KWU,1970-1 ,1974-8 ,1975-2 ,2011-8 ,,,-,Shutdown
GERMANY,DE -18  ,BIBLIS-B,PWR  ,,3733,1300,1240,RWE,KWU,1972-2 ,1976-4 ,1977-1 ,2011-8 ,,,-,Shutdown
GERMANY,DE -32  ,BROKDORF,PWR  ,,3900,1480,1410,PElektra,KWU,1976-1 ,1986-10,1986-12,2021-12,,,-,Shutdown
GERMANY,DE -13  ,BRUNSBUETTEL,BWR  ,,2292,806,771,KKB,KWU,1970-4 ,1976-7 ,1977-2 ,2011-8 ,,,-,Shutdown
GERMANY,DE -23  ,GRAFENRHEINFELD,PWR  ,,3765,1345,1275,E.ON,KWU,1975-1 ,1981-12,1982-6 ,2015-6 ,,,-,Shutdown
GERMANY,DE -502 ,GREIFSWALD-1,PWR  ,,1375,440,408,EWN,AEE,1970-3 ,1973-12,1974-7 ,1990-2 ,,,-,Shutdown
GERMANY,DE -503 ,GREIFSWALD-2,PWR  ,,1375,440,408,EWN,AEE,1970-3 ,1974-12,1975-4 ,1990-2 ,,,-,Shutdown
GERMANY,DE -504 ,GREIFSWALD-3,PWR  ,,1375,440,408,EWN,AEE,1972-4 ,1977-10,1978-5 ,1990-2 ,,,-,Shutdown
GERMANY,DE -505 ,GREIFSWALD-4,PWR  ,,1375,440,408,EWN,AEE,1972-4 ,1979-9 ,1979-11,1990-7 ,,,-,Shutdown
GERMANY,DE -506 ,GREIFSWALD-5,PWR  ,,1375,440,408,EWN,AEE,1976-12,1989-4 ,1989-11,1989-11,,,-,Shutdown
GERMANY,DE -27  ,GROHNDE,PWR  ,,3900,1430,1360,PElektra,KWU,1976-6 ,1984-9 ,1985-2 ,2021-12,,,-,Shutdown
GERMANY,DE -3   ,GUNDREMMINGEN-A,BWR  ,,801,250,237,KGB,"AEG,GE",1962-12,1966-12,1967-4 ,1977-1 ,,,-,Shutdown
