Country,Code,Name,Type,Model,ThermalPower,Gross,Net,Operator,Provider,EAF,UCF,Start,Connection,Operation,Shutdown,Construction_time,Online
PAKISTAN,PK -5   ,CHASNUPP-4,PWR  ,CNP-300,999,340,313,PAEC,CNNC,89.8,90.5,2011-12-01,2017-06-01,2017-09-01 00:00:00,,2009,True
ROMANIA,RO -1   ,CERNAVODA-1,PHWR ,CANDU 6,2180,706,650,SNN,AECL,89.6,90.7,1983-03-01,1996-07-01,1996-12-01 00:00:00,,4871,True
ROMANIA,RO -2   ,CERNAVODA-2,PHWR ,CANDU 6,2180,705,650,SNN,AECL,94.1,95.0,1983-07-01,2007-08-01,2007-11-01 00:00:00,,8797,True
RUSSIA,RU -11  ,NOVOVORONEZH-4,PWR  ,VVER V-179,1375,417,385,REA,AEM,78.0,79.3,1967-07-01,1972-12-01,1973-03-01 00:00:00,,1980,True
RUSSIA,RU -116 ,BELOYARSK-4,FBR  ,BN-800,2100,885,820,REA,AEM,71.3,72.4,2006-07-01,2015-12-01,2016-10-01 00:00:00,,3440,True
RUSSIA,RU -12  ,KOLA-1,PWR  ,VVER V-230,1375,440,411,REA,AEM,71.9,77.2,1970-05-01,1973-06-01,1973-12-01 00:00:00,,1127,True
RUSSIA,RU -13  ,KOLA-2,PWR  ,VVER V-230,1375,440,411,REA,AEM,72.8,77.3,1970-05-01,1974-12-01,1975-02-01 00:00:00,,1675,True
RUSSIA,RU -142 ,BILIBINO-2,LWGR ,EGP-6,62,12,11,REA,AEM,72.7,81.5,1970-01-01,1974-12-01,1975-02-01 00:00:00,,1795,True
RUSSIA,RU -143 ,BILIBINO-3,LWGR ,EGP-6,62,12,11,REA,AEM,73.0,82.0,1970-01-01,1975-12-01,1976-02-01 00:00:00,,2160,True
RUSSIA,RU -144 ,BILIBINO-4,LWGR ,EGP-6,62,12,11,REA,AEM,71.6,80.1,1970-01-01,1976-12-01,1977-01-01 00:00:00,,2526,True
RUSSIA,RU -151 ,AKADEMIK LOMONOSOV-1,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,90.4,90.4,2007-04-01,2019-12-01,2020-05-01 00:00:00,,4627,True
RUSSIA,RU -152 ,AKADEMIK LOMONOSOV-2,PWR  ,KLT-40S 'Float,150,35,32,REA,AEM,77.4,77.4,2007-04-01,2019-12-01,2020-05-01 00:00:00,,4627,True
RUSSIA,RU -161 ,NOVOVORONEZH 2-1,PWR  ,VVER V-392M,3200,1180,1100,REA,AEM,75.7,77.7,2008-06-01,2016-08-01,2017-02-01 00:00:00,,2983,True
RUSSIA,RU -162 ,NOVOVORONEZH 2-2,PWR  ,VVER V-392M,3200,1181,1101,REA,AEM,82.1,83.9,2009-07-01,2019-05-01,2019-10-01 00:00:00,,3591,True
RUSSIA,RU -163 ,LENINGRAD 2-1,PWR  ,VVER V-491,3200,1188,1101,REA,AEM,74.3,75.0,2008-10-01,2018-03-01,2018-10-01 00:00:00,,3438,True
RUSSIA,RU -164 ,LENINGRAD 2-2,PWR  ,VVER V-491,3200,1188,1066,REA,AEM,0.0,0.0,2010-04-01,2020-10-01,2021-03-01 00:00:00,,3836,True
RUSSIA,RU -17  ,KURSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,63.8,65.5,1972-06-01,1976-12-01,1977-10-01 00:00:00,,1644,True
RUSSIA,RU -20  ,NOVOVORONEZH-5,PWR  ,VVER V-187,3000,1000,950,REA,AEM,66.5,67.3,1974-03-01,1980-05-01,1981-02-01 00:00:00,,2253,True
RUSSIA,RU -21  ,BELOYARSK-3,FBR  ,BN-600,1470,600,560,REA,AEM,75.7,76.3,1969-01-01,1980-04-01,1981-11-01 00:00:00,,4108,True
RUSSIA,RU -22  ,KURSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,64.0,65.9,1973-01-01,1979-01-01,1979-08-01 00:00:00,,2191,True
RUSSIA,RU -23  ,SMOLENSK-1,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,73.9,75.6,1975-10-01,1982-12-01,1983-09-01 00:00:00,,2618,True
RUSSIA,RU -24  ,SMOLENSK-2,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,75.7,77.6,1976-06-01,1985-05-01,1985-07-01 00:00:00,,3256,True
RUSSIA,RU -30  ,KALININ-1,PWR  ,VVER V-338,3000,1000,950,REA,AEM,74.1,74.8,1977-02-01,1984-05-01,1985-06-01 00:00:00,,2646,True
RUSSIA,RU -31  ,KALININ-2,PWR  ,VVER V-338,3000,1000,950,REA,AEM,77.1,79.1,1982-02-01,1986-12-01,1987-03-01 00:00:00,,1764,True
RUSSIA,RU -32  ,KOLA-3,PWR  ,VVER V-213,1375,440,411,REA,AEM,76.4,82.4,1977-04-01,1981-03-01,1982-12-01 00:00:00,,1430,True
RUSSIA,RU -33  ,KOLA-4,PWR  ,VVER V-213,1375,440,411,REA,AEM,76.5,82.3,1976-08-01,1984-10-01,1984-12-01 00:00:00,,2983,True
RUSSIA,RU -34  ,LENINGRAD-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,73.4,74.3,1973-12-01,1979-12-01,1980-06-01 00:00:00,,2191,True
RUSSIA,RU -35  ,LENINGRAD-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,74.9,75.8,1975-02-01,1981-02-01,1981-08-01 00:00:00,,2192,True
RUSSIA,RU -36  ,KALININ-3,PWR  ,VVER V-320,3200,1000,950,REA,AEM,84.3,84.4,1985-10-01,2004-12-01,2005-11-01 00:00:00,,7001,True
RUSSIA,RU -37  ,KALININ-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,87.3,87.3,1986-08-01,2011-11-01,2012-12-01 00:00:00,,9223,True
RUSSIA,RU -38  ,KURSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,74.0,75.1,1978-04-01,1983-10-01,1984-03-01 00:00:00,,2009,True
RUSSIA,RU -39  ,KURSK-4,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,77.5,78.5,1981-05-01,1985-12-01,1986-02-01 00:00:00,,1675,True
RUSSIA,RU -59  ,ROSTOV-1,PWR  ,VVER V-320,3200,1000,950,REA,AEM,88.1,88.4,1981-09-01,2001-03-01,2001-12-01 00:00:00,,7121,True
RUSSIA,RU -62  ,ROSTOV-2,PWR  ,VVER V-320,3200,1000,950,REA,AEM,89.3,89.6,1983-05-01,2010-03-01,2010-12-01 00:00:00,,9801,True
RUSSIA,RU -63  ,ROSTOV-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,84.0,85.2,2009-09-01,2014-12-01,2015-09-01 00:00:00,,1917,True
RUSSIA,RU -64  ,ROSTOV-4,PWR  ,VVER V-320,3000,1030,979,REA,AEM,91.9,93.6,2010-06-01,2018-02-01,2018-09-01 00:00:00,,2802,True
RUSSIA,RU -67  ,SMOLENSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,78.9,80.5,1984-05-01,1990-01-01,1990-10-01 00:00:00,,2071,True
RUSSIA,RU -96  ,BALAKOVO-1,PWR  ,VVER V-320,3000,1000,950,REA,AEM,74.2,76.0,1980-12-01,1985-12-01,1986-05-01 00:00:00,,1826,True
RUSSIA,RU -97  ,BALAKOVO-2,PWR  ,VVER V-320,3000,1000,950,REA,AEM,73.6,76.0,1981-08-01,1987-10-01,1988-01-01 00:00:00,,2252,True
RUSSIA,RU -98  ,BALAKOVO-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,76.2,79.1,1982-11-01,1988-12-01,1989-04-01 00:00:00,,2222,True
RUSSIA,RU -99  ,BALAKOVO-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,80.5,83.7,1984-04-01,1993-04-01,1993-12-01 00:00:00,,3287,True
SLOVAKIA,SK -13  ,BOHUNICE-3,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,81.4,84.7,1976-12-01,1984-08-01,1985-02-01 00:00:00,,2800,True
SLOVAKIA,SK -14  ,BOHUNICE-4,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,82.4,85.5,1976-12-01,1985-08-01,1985-12-01 00:00:00,,3165,True
SLOVAKIA,SK -6   ,MOCHOVCE-1,PWR  ,VVER V-213,1471,470,436,SE,ŠKODA ,86.9,88.5,1983-10-01,1998-07-01,1998-10-01 00:00:00,,5387,True
SLOVAKIA,SK -7   ,MOCHOVCE-2,PWR  ,VVER V-213,1471,501,469,SE,ŠKODA ,87.1,88.4,1983-10-01,1999-12-01,2000-04-01 00:00:00,,5905,True
SLOVENIA,SI -1   ,KRSKO,PWR  ,WH 2LP,1994,727,688,NEK,WH,86.4,87.4,1975-03-01,1981-10-01,1983-01-01 00:00:00,,2406,True
SOUTH AFRICA,ZA -1   ,KOEBERG-1,PWR  ,CP1,2775,970,930,ESKOM,FRAM,74.0,77.3,1976-07-01,1984-04-01,1984-07-01 00:00:00,,2831,True
SOUTH AFRICA,ZA -2   ,KOEBERG-2,PWR  ,CP1,2775,970,930,ESKOM,FRAM,73.5,79.5,1976-07-01,1985-07-01,1985-11-01 00:00:00,,3287,True
SPAIN,ES -10  ,COFRENTES,BWR  ,BWR-6 (Mark 3),3237,1102,1064,ID,GE,87.4,88.4,1975-09-01,1984-10-01,1985-03-01 00:00:00,,3318,True
SPAIN,ES -11  ,TRILLO-1,PWR  ,PWR 3 loops,3010,1066,1003,CNAT,KWU,87.3,87.8,1979-08-01,1988-05-01,1988-08-01 00:00:00,,3196,True
SPAIN,ES -16  ,VANDELLOS-2,PWR  ,WH 3LP,2941,1087,1045,ANAV,WH,82.3,83.3,1980-12-01,1987-12-01,1988-03-01 00:00:00,,2556,True
SPAIN,ES -6   ,ALMARAZ-1,PWR  ,WH 3LP,2947,1049,1011,CNAT,WH,86.0,87.0,1973-07-01,1981-05-01,1983-09-01 00:00:00,,2861,True
SPAIN,ES -7   ,ALMARAZ-2,PWR  ,WH 3LP,2947,1044,1006,CNAT,WH,87.7,88.8,1973-07-01,1983-10-01,1984-07-01 00:00:00,,3744,True
SPAIN,ES -8   ,ASCO-1,PWR  ,WH 3LP,2941,1033,995,ANAV,WH,85.6,86.2,1974-05-01,1983-08-01,1984-12-01 00:00:00,,3379,True
SPAIN,ES -9   ,ASCO-2,PWR  ,WH 3LP,2941,1027,997,ANAV,WH,87.3,88.2,1975-03-01,1985-10-01,1986-03-01 00:00:00,,3867,True
SWEDEN,SE -10  ,RINGHALS-4,PWR  ,WH 3LP,3300,1171,1130,RAB,WH,83.1,85.4,1973-11-01,1982-06-01,1983-11-01 00:00:00,,3134,True
SWEDEN,SE -11  ,FORSMARK-2,BWR  ,"AA-III, BWR-25",3253,1157,1118,FKA,ABB ATOM,82.6,84.5,1975-01-01,1981-01-01,1981-07-01 00:00:00,,2192,True
SWEDEN,SE -12  ,OSKARSHAMN-3,BWR  ,"AA-IV, BWR-300",3900,1450,1400,OKG,ABB ATOM,80.8,82.0,1980-05-01,1985-03-01,1985-08-01 00:00:00,,1765,True
SWEDEN,SE -14  ,FORSMARK-3,BWR  ,"AA-IV, BWR-300",3300,1195,1172,FKA,ABB ATOM,85.4,87.5,1979-01-01,1985-03-01,1985-08-01 00:00:00,,2251,True
SWEDEN,SE -7   ,RINGHALS-3,PWR  ,WH 3LP,3135,1117,1072,RAB,WH,78.5,80.5,1972-09-01,1980-09-01,1981-09-01 00:00:00,,2922,True
SWEDEN,SE -9   ,FORSMARK-1,BWR  ,"AA-III, BWR-25",2927,1027,990,FKA,ABB ATOM,84.4,86.4,1973-06-01,1980-06-01,1980-12-01 00:00:00,,2557,True
SWITZERLAND,CH -1   ,BEZNAU-1,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,80.3,80.6,1965-09-01,1969-07-01,1969-12-01 00:00:00,,1399,True
SWITZERLAND,CH -3   ,BEZNAU-2,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,87.4,87.6,1968-01-01,1971-10-01,1972-03-01 00:00:00,,1369,True
SWITZERLAND,CH -4   ,GOESGEN,PWR  ,PWR 3 Loop,3002,1060,1010,KKG,KWU,89.0,89.8,1973-12-01,1979-02-01,1979-11-01 00:00:00,,1888,True
SWITZERLAND,CH -5   ,LEIBSTADT,BWR  ,BWR-6,3600,1275,1220,KKL,GETSCO,83.1,84.7,1974-01-01,1984-05-01,1984-12-01 00:00:00,,3773,True
UAE,AE -01  ,BARAKAH-1,PWR  ,APR-1400,3983,1400,1345,NAWAH,KEPCO,0.0,0.0,2012-07-01,2020-08-01,2021-04-01 00:00:00,,2953,True
UK,GB -16A ,HINKLEY POINT B-1,GCR  ,AGR,1494,655,485,EDF UK,TNPG,75.8,76.3,1967-09-01,1976-10-01,1978-10-01 00:00:00,,3318,True
UK,GB -16B ,HINKLEY POINT B-2,GCR  ,AGR,1494,655,480,EDF UK,TNPG,74.3,75.2,1967-09-01,1976-02-01,1976-09-01 00:00:00,,3075,True
UK,GB -17A ,HUNTERSTON B-1,GCR  ,AGR,1496,644,490,EDF UK,TNPG,69.4,69.7,1967-11-01,1976-02-01,1976-02-01 00:00:00,,3014,True
UK,GB -17B ,HUNTERSTON B-2,GCR  ,AGR,1496,644,495,EDF UK,TNPG,71.3,71.4,1967-11-01,1977-03-01,1977-03-01 00:00:00,,3408,True
UK,GB -18A ,DUNGENESS B-1,GCR  ,AGR,1500,615,545,EDF UK,APC,43.5,44.7,1965-10-01,1983-04-01,1985-04-01 00:00:00,,6391,True
UK,GB -18B ,DUNGENESS B-2,GCR  ,AGR,1500,615,545,EDF UK,APC,48.7,48.9,1965-10-01,1985-12-01,1989-04-01 00:00:00,,7366,True
UK,GB -19A ,HARTLEPOOL A-1,GCR  ,AGR,1500,655,590,EDF UK,NPC,70.3,70.4,1968-10-01,1983-08-01,1989-04-01 00:00:00,,5417,True
UK,GB -19B ,HARTLEPOOL A-2,GCR  ,AGR,1500,655,595,EDF UK,NPC,71.6,71.8,1968-10-01,1984-10-01,1989-04-01 00:00:00,,5844,True
UK,GB -20A ,HEYSHAM A-1,GCR  ,AGR,1500,625,485,EDF UK,NPC,68.1,68.3,1970-12-01,1983-07-01,1989-04-01 00:00:00,,4595,True
UK,GB -20B ,HEYSHAM A-2,GCR  ,AGR,1500,625,575,EDF UK,NPC,67.3,67.7,1970-12-01,1984-10-01,1989-04-01 00:00:00,,5053,True
UK,GB -22A ,HEYSHAM B-1,GCR  ,AGR,1550,680,620,EDF UK,NPC,80.1,80.7,1980-08-01,1988-07-01,1989-04-01 00:00:00,,2891,True
UK,GB -22B ,HEYSHAM B-2,GCR  ,AGR,1550,680,620,EDF UK,NPC,78.3,79.1,1980-08-01,1988-11-01,1989-04-01 00:00:00,,3014,True
UK,GB -23A ,TORNESS-1,GCR  ,AGR,1623,682,595,EDF UK,NNC,78.0,79.6,1980-08-01,1988-05-01,1988-05-01 00:00:00,,2830,True
UK,GB -23B ,TORNESS-2,GCR  ,AGR,1623,682,605,EDF UK,NNC,77.3,78.4,1980-08-01,1989-02-01,1989-02-01 00:00:00,,3106,True
UK,GB -24  ,SIZEWELL B,PWR  ,SNUPPS,3425,1250,1198,EDF UK,PPC,84.4,85.2,1988-07-01,1995-02-01,1995-09-01 00:00:00,,2406,True
UKRAINE,UA -126 ,ZAPOROZHYE-5,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,73.8,75.8,1985-11-01,1989-08-01,1989-10-01 00:00:00,,1369,True
UKRAINE,UA -127 ,ZAPOROZHYE-6,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,79.3,81.4,1986-06-01,1995-10-01,1996-09-01 00:00:00,,3409,True
UKRAINE,UA -27  ,ROVNO-1,PWR  ,VVER V-213,1375,420,381,NNEGC,PAIP,79.1,79.7,1973-08-01,1980-12-01,1981-09-01 00:00:00,,2679,True
UKRAINE,UA -28  ,ROVNO-2,PWR  ,VVER V-213,1375,415,376,NNEGC,PAIP,80.4,81.3,1973-10-01,1981-12-01,1982-07-01 00:00:00,,2983,True
UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,69.4,71.3,1980-02-01,1986-12-01,1987-05-01 00:00:00,,2495,True
UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.7,72.8,1981-11-01,1987-12-01,1988-08-01 00:00:00,,2221,True
UKRAINE,UA -41  ,KHMELNITSKI-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,78.1,79.4,1985-02-01,2004-08-01,2005-12-01 00:00:00,,7121,True
UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,68.0,70.3,1976-08-01,1982-12-01,1983-12-01 00:00:00,,2313,True
UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,64.8,67.1,1981-07-01,1985-01-01,1985-04-01 00:00:00,,1280,True
UKRAINE,UA -48  ,SOUTH UKRAINE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,68.6,71.9,1984-11-01,1989-09-01,1989-12-01 00:00:00,,1765,True
UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,66.7,68.9,1980-04-01,1984-12-01,1985-12-01 00:00:00,,1705,True
UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,68.4,70.9,1981-01-01,1985-07-01,1986-02-01 00:00:00,,1642,True
UKRAINE,UA -69  ,ROVNO-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,75.5,77.6,1986-08-01,2004-10-01,2006-04-01 00:00:00,,6636,True
UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,71.3,74.0,1982-04-01,1986-12-01,1987-03-01 00:00:00,,1705,True
UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,72.9,75.2,1983-04-01,1987-12-01,1988-04-01 00:00:00,,1705,True
USA,US -220 ,NINE MILE POINT-1,BWR  ,BWR-2 (Mark 1),1850,642,613,EXELON,GE,78.9,78.9,1965-04-01,1969-11-01,1969-12-01 00:00:00,,1675,True
USA,US -237 ,DRESDEN-2,BWR  ,BWR-3 (Mark 1),2957,950,894,EXELON,GE,82.1,82.1,1966-01-01,1970-04-01,1970-06-01 00:00:00,,1551,True
USA,US -244 ,GINNA,PWR  ,WH 2LP (DRYAMB,1775,608,560,EXELON,WH,87.2,87.2,1966-04-01,1969-12-01,1970-07-01 00:00:00,,1340,True
USA,US -249 ,DRESDEN-3,BWR  ,BWR-3 (Mark 1),2957,935,879,EXELON,GE,79.6,79.7,1966-10-01,1971-07-01,1971-11-01 00:00:00,,1734,True
USA,US -250 ,TURKEY POINT-3,PWR  ,WH 3LP (DRYAMB,2644,829,837,FPL,WH,80.0,80.1,1967-04-01,1972-11-01,1972-12-01 00:00:00,,2041,True
USA,US -251 ,TURKEY POINT-4,PWR  ,WH 3LP (DRYAMB,2644,829,821,FPL,WH,80.3,80.3,1967-04-01,1973-06-01,1973-09-01 00:00:00,,2253,True
USA,US -254 ,QUAD CITIES-1,BWR  ,BWR-3 (Mark 1),2957,940,908,EXELON,GE,82.3,82.3,1967-02-01,1972-04-01,1973-02-01 00:00:00,,1886,True
USA,US -255 ,PALISADES,PWR  ,CE 2LP (DRYAMB,2565,850,805,ENTERGY,CE,74.0,74.8,1967-03-01,1971-12-01,1971-12-01 00:00:00,,1736,True
USA,US -259 ,BROWNS FERRY-1,BWR  ,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,77.3,77.6,1967-05-01,1973-10-01,1974-08-01 00:00:00,,2345,True
USA,US -260 ,BROWNS FERRY-2,BWR  ,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,83.1,83.3,1967-05-01,1974-08-01,1975-03-01 00:00:00,,2649,True
USA,US -261 ,ROBINSON-2,PWR  ,WH 3LP (DRYAMB,2339,780,741,PROGRESS,WH,80.7,80.9,1967-04-01,1970-09-01,1971-03-01 00:00:00,,1249,True
USA,US -263 ,MONTICELLO,BWR  ,BWR-3 (Mark 1),2004,691,628,NSP,GE,85.9,85.9,1967-06-01,1971-03-01,1971-06-01 00:00:00,,1369,True
USA,US -265 ,QUAD CITIES-2,BWR  ,BWR-3 (Mark 1),2957,940,911,EXELON,GE,81.1,81.6,1967-02-01,1972-05-01,1973-03-01 00:00:00,,1916,True
USA,US -266 ,POINT BEACH-1,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,85.6,85.9,1967-07-01,1970-11-01,1970-12-01 00:00:00,,1219,True
USA,US -269 ,OCONEE-1,PWR  ,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,82.7,82.9,1967-11-01,1973-05-01,1973-07-01 00:00:00,,2008,True
USA,US -270 ,OCONEE-2,PWR  ,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,84.6,84.7,1967-11-01,1973-12-01,1974-09-01 00:00:00,,2222,True
USA,US -272 ,SALEM-1,PWR  ,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,73.0,73.2,1968-09-01,1976-12-01,1977-06-01 00:00:00,,3013,True
USA,US -275 ,DIABLO CANYON-1,PWR  ,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,88.1,88.2,1968-04-01,1984-11-01,1985-05-01 00:00:00,,6058,True
USA,US -277 ,PEACH BOTTOM-2,BWR  ,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,79.9,79.9,1968-01-01,1974-02-01,1974-07-01 00:00:00,,2223,True
USA,US -278 ,PEACH BOTTOM-3,BWR  ,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,80.2,80.2,1968-01-01,1974-09-01,1974-12-01 00:00:00,,2435,True
USA,US -280 ,SURRY-1,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,79.3,79.3,1968-06-01,1972-07-01,1972-12-01 00:00:00,,1491,True
USA,US -281 ,SURRY-2,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,79.8,79.8,1968-06-01,1973-03-01,1973-05-01 00:00:00,,1734,True
USA,US -282 ,PRAIRIE ISLAND-1,PWR  ,WH 2LP (DRYAMB,1677,566,522,NSP,WH,87.2,87.2,1968-06-01,1973-12-01,1973-12-01 00:00:00,,2009,True
USA,US -286 ,INDIAN POINT-3,PWR  ,WH 4LP (DRYAMB,3216,1085,1030,ENTERGY,WH,75.1,75.2,1968-11-01,1976-04-01,1976-08-01 00:00:00,,2708,True
USA,US -287 ,OCONEE-3,PWR  ,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,83.5,83.8,1967-11-01,1974-09-01,1974-12-01 00:00:00,,2496,True
USA,US -296 ,BROWNS FERRY-3,BWR  ,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,84.9,85.2,1968-07-01,1976-09-01,1977-03-01 00:00:00,,2984,True
USA,US -298 ,COOPER,BWR  ,BWR-4 (Mark 1),2419,801,769,ENTERGY,GE,79.7,79.7,1968-06-01,1974-05-01,1974-07-01 00:00:00,,2160,True
USA,US -301 ,POINT BEACH-2,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,86.7,86.7,1968-07-01,1972-08-01,1972-10-01 00:00:00,,1492,True
USA,US -306 ,PRAIRIE ISLAND-2,PWR  ,WH 2LP (DRYAMB,1677,560,519,NSP,WH,88.2,88.2,1969-06-01,1974-12-01,1974-12-01 00:00:00,,2009,True
USA,US -311 ,SALEM-2,PWR  ,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,76.0,76.0,1968-09-01,1981-06-01,1981-10-01 00:00:00,,4656,True
USA,US -313 ,ANO-1,PWR  ,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,81.4,81.8,1968-10-01,1974-08-01,1974-12-01 00:00:00,,2130,True
USA,US -315 ,COOK-1,PWR  ,WH 4LP (ICECDN,3304,1131,1030,AEP,WH,72.9,73.0,1969-03-01,1975-02-01,1975-08-01 00:00:00,,2163,True
USA,US -316 ,COOK-2,PWR  ,WH 4LP (ICECDN,3468,1231,1168,AEP,WH,74.3,74.4,1969-03-01,1978-03-01,1978-07-01 00:00:00,,3287,True
USA,US -317 ,CALVERT CLIFFS-1,PWR  ,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,81.9,82.1,1968-06-01,1975-01-01,1975-05-01 00:00:00,,2405,True
USA,US -318 ,CALVERT CLIFFS-2,PWR  ,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,85.0,85.1,1968-06-01,1976-12-01,1977-04-01 00:00:00,,3105,True
USA,US -321 ,HATCH-1,BWR  ,BWR-4 (Mark 1),2804,911,876,SOUTHERN,GE,83.7,83.7,1968-09-01,1974-11-01,1975-12-01 00:00:00,,2252,True
USA,US -323 ,DIABLO CANYON-2,PWR  ,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,88.8,88.9,1970-12-01,1985-10-01,1986-03-01 00:00:00,,5418,True
USA,US -324 ,BRUNSWICK-2,BWR  ,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,78.1,78.4,1970-02-01,1975-04-01,1975-11-01 00:00:00,,1885,True
USA,US -325 ,BRUNSWICK-1,BWR  ,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,78.9,79.2,1970-02-01,1976-12-01,1977-03-01 00:00:00,,2495,True
USA,US -327 ,SEQUOYAH-1,PWR  ,WH 4LP (ICECND,3455,1221,1152,TVA,WH,77.1,77.1,1970-05-01,1980-07-01,1981-07-01 00:00:00,,3714,True
USA,US -328 ,SEQUOYAH-2,PWR  ,WH 4LP (ICECND,3455,1200,1139,TVA,WH,80.4,80.4,1970-05-01,1981-12-01,1982-06-01 00:00:00,,4232,True
USA,US -333 ,FITZPATRICK,BWR  ,BWR-4 (Mark 1),2536,849,813,EXELON,GE,81.3,81.4,1968-09-01,1975-02-01,1975-07-01 00:00:00,,2344,True
USA,US -334 ,BEAVER VALLEY-1,PWR  ,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,78.5,78.5,1970-06-01,1976-06-01,1976-10-01 00:00:00,,2192,True
USA,US -335 ,ST. LUCIE-1,PWR  ,CE 2LP (DRYAMB,3020,1045,981,FPL,CE,83.4,83.6,1970-07-01,1976-05-01,1976-12-01 00:00:00,,2131,True
USA,US -336 ,MILLSTONE-2,PWR  ,CE 2LP (DRYAMB,2700,918,869,DOMINION,CE,72.5,73.1,1969-11-01,1975-11-01,1975-12-01 00:00:00,,2191,True
USA,US -338 ,NORTH ANNA-1,PWR  ,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,84.6,85.2,1971-02-01,1978-04-01,1978-06-01 00:00:00,,2616,True
USA,US -339 ,NORTH ANNA-2,PWR  ,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,86.9,87.5,1971-02-01,1980-08-01,1980-12-01 00:00:00,,3469,True
USA,US -341 ,FERMI-2,BWR  ,BWR-4 (Mark 1),3486,1198,1115,DTEDISON,GE,80.0,80.0,1972-09-01,1986-09-01,1988-01-01 00:00:00,,5113,True
USA,US -346 ,DAVIS BESSE-1,PWR  ,B&W RLP (DRYAM,2817,925,894,FENOC,B&W,74.1,74.2,1970-09-01,1977-08-01,1978-07-01 00:00:00,,2526,True
USA,US -348 ,FARLEY-1,PWR  ,WH 3LP (DRYAMB,2775,918,874,SOUTHERN,WH,85.9,86.0,1970-10-01,1977-08-01,1977-12-01 00:00:00,,2496,True
USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,91.6,91.6,1974-06-01,1985-04-01,1986-02-01 00:00:00,,3957,True
