Country,Code,Name,Type,Model,Thermal,Gross,Net,Operator,Supplier,Start,Connection,Operation,Shutdown,EAF,UCF,NEA,Status,Construction_time
RUSSIA,RU -59  ,ROSTOV-1,PWR  ,VVER V-320,3200,1041,989,REA,AEM,1981-09-01,2001-03-01,2001-12-01 00:00:00,,87.9,88.3,-,Online,7121
RUSSIA,RU -62  ,ROSTOV-2,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1983-05-01,2010-03-01,2010-12-01 00:00:00,,88.9,89.2,-,Online,9801
RUSSIA,RU -63  ,ROSTOV-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,2009-09-01,2014-12-01,2015-09-01 00:00:00,,85.0,86.1,-,Online,1917
RUSSIA,RU -64  ,ROSTOV-4,PWR  ,VVER V-320,3000,1030,979,REA,AEM,2010-06-01,2018-02-01,2018-09-01 00:00:00,,90.7,92.4,-,Online,2802
RUSSIA,RU -67  ,SMOLENSK-3,LWGR ,RBMK-1000,3200,1000,925,REA,AEM,1984-05-01,1990-01-01,1990-10-01 00:00:00,,79.1,80.7,"DH, PH",Online,2071
RUSSIA,RU -96  ,BALAKOVO-1,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1980-12-01,1985-12-01,1986-05-01 00:00:00,,74.5,76.3,"DH, PH",Online,1826
RUSSIA,RU -97  ,BALAKOVO-2,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1981-08-01,1987-10-01,1988-01-01 00:00:00,,74.1,76.4,"DH, PH",Online,2252
RUSSIA,RU -98  ,BALAKOVO-3,PWR  ,VVER V-320,3000,1000,950,REA,AEM,1982-11-01,1988-12-01,1989-04-01 00:00:00,,76.5,79.4,"DH, PH",Online,2222
RUSSIA,RU -99  ,BALAKOVO-4,PWR  ,VVER V-320,3200,1000,950,REA,AEM,1984-04-01,1993-04-01,1993-12-01 00:00:00,,81.0,84.1,"DH, PH",Online,3287
SLOVAKIA,SK -13  ,BOHUNICE-3,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,1976-12-01,1984-08-01,1985-02-01 00:00:00,,81.7,84.9,"DH, PH",Online,2800
SLOVAKIA,SK -14  ,BOHUNICE-4,PWR  ,VVER V-213,1471,500,466,SE,ŠKODA ,1976-12-01,1985-08-01,1985-12-01 00:00:00,,82.7,85.8,"DH, PH",Online,3165
SLOVAKIA,SK -6   ,MOCHOVCE-1,PWR  ,VVER V-213,1471,500,467,SE,ŠKODA ,1983-10-01,1998-07-01,1998-10-01 00:00:00,,86.9,88.4,-,Online,5387
SLOVAKIA,SK -7   ,MOCHOVCE-2,PWR  ,VVER V-213,1471,500,469,SE,ŠKODA ,1983-10-01,1999-12-01,2000-04-01 00:00:00,,87.3,88.6,-,Online,5905
SLOVENIA,SI -1   ,KRSKO,PWR  ,WH 2LP,1994,727,688,NEK,WH,1975-03-01,1981-10-01,1983-01-01 00:00:00,,86.5,87.5,-,Online,2406
SOUTH AFRICA,ZA -1   ,KOEBERG-1,PWR  ,CP1,2775,970,924,ESKOM,FRAM,1976-07-01,1984-04-01,1984-07-01 00:00:00,,73.4,76.6,-,Online,2831
SOUTH AFRICA,ZA -2   ,KOEBERG-2,PWR  ,CP1,2775,970,930,ESKOM,FRAM,1976-07-01,1985-07-01,1985-11-01 00:00:00,,74.2,80.1,-,Online,3287
SPAIN,ES -10  ,COFRENTES,BWR  ,BWR-6 (Mark 3),3237,1102,1064,ID,GE,1975-09-01,1984-10-01,1985-03-01 00:00:00,,87.4,88.4,-,Online,3318
SPAIN,ES -11  ,TRILLO-1,PWR  ,PWR 3 loops,3010,1066,1003,CNAT,KWU,1979-08-01,1988-05-01,1988-08-01 00:00:00,,87.3,87.8,-,Online,3196
SPAIN,ES -16  ,VANDELLOS-2,PWR  ,WH 3LP,2941,1087,1045,ANAV,WH,1980-12-01,1987-12-01,1988-03-01 00:00:00,,82.4,83.4,-,Online,2556
SPAIN,ES -6   ,ALMARAZ-1,PWR  ,WH 3LP,2947,1049,1011,CNAT,WH,1973-07-01,1981-05-01,1983-09-01 00:00:00,,86.0,87.1,-,Online,2861
SPAIN,ES -7   ,ALMARAZ-2,PWR  ,WH 3LP,2947,1044,1006,CNAT,WH,1973-07-01,1983-10-01,1984-07-01 00:00:00,,87.6,88.7,-,Online,3744
SPAIN,ES -8   ,ASCO-1,PWR  ,WH 3LP,2941,1033,995,ANAV,WH,1974-05-01,1983-08-01,1984-12-01 00:00:00,,85.5,86.1,-,Online,3379
SPAIN,ES -9   ,ASCO-2,PWR  ,WH 3LP,2941,1027,997,ANAV,WH,1975-03-01,1985-10-01,1986-03-01 00:00:00,,87.6,88.5,-,Online,3867
SWEDEN,SE -10  ,RINGHALS-4,PWR  ,WH 3LP,3300,1171,1130,RAB,WH,1973-11-01,1982-06-01,1983-11-01 00:00:00,,83.1,85.3,-,Online,3134
SWEDEN,SE -11  ,FORSMARK-2,BWR  ,"AA-III, BWR-25",3253,1157,1118,FKA,ABB ATOM,1975-01-01,1981-01-01,1981-07-01 00:00:00,,82.8,84.6,-,Online,2192
SWEDEN,SE -12  ,OSKARSHAMN-3,BWR  ,"AA-IV, BWR-300",3900,1450,1400,OKG,ABB ATOM,1980-05-01,1985-03-01,1985-08-01 00:00:00,,81.1,82.3,-,Online,1765
SWEDEN,SE -14  ,FORSMARK-3,BWR  ,"AA-IV, BWR-300",3300,1195,1172,FKA,ABB ATOM,1979-01-01,1985-03-01,1985-08-01 00:00:00,,85.4,87.5,-,Online,2251
SWEDEN,SE -7   ,RINGHALS-3,PWR  ,WH 3LP,3135,1117,1072,RAB,WH,1972-09-01,1980-09-01,1981-09-01 00:00:00,,78.3,80.2,-,Online,2922
SWEDEN,SE -9   ,FORSMARK-1,BWR  ,"AA-III, BWR-25",2927,1027,990,FKA,ABB ATOM,1973-06-01,1980-06-01,1980-12-01 00:00:00,,84.6,86.6,-,Online,2557
SWITZERLAND,CH -1   ,BEZNAU-1,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,1965-09-01,1969-07-01,1969-12-01 00:00:00,,80.6,80.9,DH,Online,1399
SWITZERLAND,CH -3   ,BEZNAU-2,PWR  ,WH 2LP,1130,380,365,Axpo AG,WH,1968-01-01,1971-10-01,1972-03-01 00:00:00,,87.5,87.7,DH,Online,1369
SWITZERLAND,CH -4   ,GOESGEN,PWR  ,PWR 3 Loop,3002,1060,1010,KKG,KWU,1973-12-01,1979-02-01,1979-11-01 00:00:00,,89.0,89.8,PH,Online,1888
SWITZERLAND,CH -5   ,LEIBSTADT,BWR  ,BWR-6,3600,1275,1220,KKL,GETSCO,1974-01-01,1984-05-01,1984-12-01 00:00:00,,82.0,83.6,-,Online,3773
UAE,AE -01  ,BARAKAH-1,PWR  ,APR-1400,3983,1417,1417,NAWAH,KEPCO,2012-07-01,2020-08-01,2021-04-01 00:00:00,,85.4,86.0,-,Online,2953
UAE,AE -02  ,BARAKAH-2,PWR  ,APR-1400,3983,1417,1345,NAWAH,KEPCO,2013-04-01,2021-09-01,,,0.0,0.0,-,Online,3075
UK,GB -16A ,HINKLEY POINT B-1,GCR  ,AGR,1494,655,485,EDF UK,TNPG,1967-09-01,1976-10-01,1978-10-01 00:00:00,,75.4,75.9,-,Online,3318
UK,GB -16B ,HINKLEY POINT B-2,GCR  ,AGR,1494,655,480,EDF UK,TNPG,1967-09-01,1976-02-01,1976-09-01 00:00:00,,74.0,74.9,-,Online,3075
UK,GB -17B ,HUNTERSTON B-2,GCR  ,AGR,1496,644,495,EDF UK,TNPG,1967-11-01,1977-03-01,1977-04-01 00:00:00,,71.4,71.5,-,Online,3408
UK,GB -19A ,HARTLEPOOL A-1,GCR  ,AGR,1500,655,590,EDF UK,NPC,1968-10-01,1983-08-01,1989-04-01 00:00:00,,69.8,70.0,-,Online,5417
UK,GB -19B ,HARTLEPOOL A-2,GCR  ,AGR,1500,655,595,EDF UK,NPC,1968-10-01,1984-10-01,1989-04-01 00:00:00,,71.1,71.3,-,Online,5844
UK,GB -20A ,HEYSHAM A-1,GCR  ,AGR,1500,625,485,EDF UK,NPC,1970-12-01,1983-07-01,1989-04-01 00:00:00,,68.0,68.2,-,Online,4595
UK,GB -20B ,HEYSHAM A-2,GCR  ,AGR,1500,625,575,EDF UK,NPC,1970-12-01,1984-10-01,1989-04-01 00:00:00,,67.1,67.6,-,Online,5053
UK,GB -22A ,HEYSHAM B-1,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-08-01,1988-07-01,1989-04-01 00:00:00,,78.8,79.4,-,Online,2891
UK,GB -22B ,HEYSHAM B-2,GCR  ,AGR,1550,680,620,EDF UK,NPC,1980-08-01,1988-11-01,1989-04-01 00:00:00,,78.0,78.9,-,Online,3014
UK,GB -23A ,TORNESS-1,GCR  ,AGR,1623,682,595,EDF UK,NNC,1980-08-01,1988-05-01,1988-05-01 00:00:00,,77.4,79.0,-,Online,2830
UK,GB -23B ,TORNESS-2,GCR  ,AGR,1623,682,605,EDF UK,NNC,1980-08-01,1989-02-01,1989-02-01 00:00:00,,77.1,78.1,-,Online,3106
UK,GB -24  ,SIZEWELL B,PWR  ,SNUPPS,3425,1250,1198,EDF UK,PPC,1988-07-01,1995-02-01,1995-09-01 00:00:00,,83.6,84.4,-,Online,2406
UKRAINE,UA -126 ,ZAPOROZHYE-5,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-11-01,1989-08-01,1989-10-01 00:00:00,,73.4,75.3,DH,Online,1369
UKRAINE,UA -127 ,ZAPOROZHYE-6,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1986-06-01,1995-10-01,1996-09-01 00:00:00,,78.6,80.7,DH,Online,3409
UKRAINE,UA -27  ,ROVNO-1,PWR  ,VVER V-213,1375,420,381,NNEGC,PAIP,1973-08-01,1980-12-01,1981-09-01 00:00:00,,79.2,80.0,DH,Online,2679
UKRAINE,UA -28  ,ROVNO-2,PWR  ,VVER V-213,1375,415,376,NNEGC,PAIP,1973-10-01,1981-12-01,1982-07-01 00:00:00,,80.4,81.5,DH,Online,2983
UKRAINE,UA -29  ,ROVNO-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-02-01,1986-12-01,1987-05-01 00:00:00,,69.0,71.0,DH,Online,2495
UKRAINE,UA -40  ,KHMELNITSKI-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-11-01,1987-12-01,1988-08-01 00:00:00,,71.5,72.7,DH,Online,2221
UKRAINE,UA -41  ,KHMELNITSKI-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1985-02-01,2004-08-01,2005-12-01 00:00:00,,78.3,79.8,DH,Online,7121
UKRAINE,UA -44  ,SOUTH UKRAINE-1,PWR  ,VVER V-302,3000,1000,950,NNEGC,PAA,1976-08-01,1982-12-01,1983-12-01 00:00:00,,68.0,70.4,DH,Online,2313
UKRAINE,UA -45  ,SOUTH UKRAINE-2,PWR  ,VVER V-338,3000,1000,950,NNEGC,PAA,1981-07-01,1985-01-01,1985-04-01 00:00:00,,65.2,67.6,DH,Online,1280
UKRAINE,UA -48  ,SOUTH UKRAINE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1984-11-01,1989-09-01,1989-12-01 00:00:00,,68.3,71.8,DH,Online,1765
UKRAINE,UA -54  ,ZAPOROZHYE-1,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1980-04-01,1984-12-01,1985-12-01 00:00:00,,66.7,68.9,DH,Online,1705
UKRAINE,UA -56  ,ZAPOROZHYE-2,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1981-01-01,1985-07-01,1986-02-01 00:00:00,,68.5,71.0,DH,Online,1642
UKRAINE,UA -69  ,ROVNO-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAA,1986-08-01,2004-10-01,2006-04-01 00:00:00,,76.0,78.1,DH,Online,6636
UKRAINE,UA -78  ,ZAPOROZHYE-3,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1982-04-01,1986-12-01,1987-03-01 00:00:00,,71.4,74.1,DH,Online,1705
UKRAINE,UA -79  ,ZAPOROZHYE-4,PWR  ,VVER V-320,3000,1000,950,NNEGC,PAIP,1983-04-01,1987-12-01,1988-04-01 00:00:00,,73.0,75.2,DH,Online,1705
USA,US -220 ,NINE MILE POINT-1,BWR  ,BWR-2 (Mark 1),1850,642,613,EXELON,GE,1965-04-01,1969-11-01,1969-12-01 00:00:00,,79.2,79.2,-,Online,1675
USA,US -237 ,DRESDEN-2,BWR  ,BWR-3 (Mark 1),2957,950,894,EXELON,GE,1966-01-01,1970-04-01,1970-06-01 00:00:00,,82.4,82.4,-,Online,1551
USA,US -244 ,GINNA,PWR  ,WH 2LP (DRYAMB,1775,608,560,EXELON,WH,1966-04-01,1969-12-01,1970-07-01 00:00:00,,87.4,87.4,-,Online,1340
USA,US -249 ,DRESDEN-3,BWR  ,BWR-3 (Mark 1),2957,935,879,EXELON,GE,1966-10-01,1971-07-01,1971-11-01 00:00:00,,80.0,80.0,-,Online,1734
USA,US -250 ,TURKEY POINT-3,PWR  ,WH 3LP (DRYAMB,2644,829,837,FPL,WH,1967-04-01,1972-11-01,1972-12-01 00:00:00,,80.2,80.3,-,Online,2041
USA,US -251 ,TURKEY POINT-4,PWR  ,WH 3LP (DRYAMB,2644,829,821,FPL,WH,1967-04-01,1973-06-01,1973-09-01 00:00:00,,80.8,80.8,-,Online,2253
USA,US -254 ,QUAD CITIES-1,BWR  ,BWR-3 (Mark 1),2957,940,908,EXELON,GE,1967-02-01,1972-04-01,1973-02-01 00:00:00,,82.6,82.6,-,Online,1886
USA,US -255 ,PALISADES,PWR  ,CE 2LP (DRYAMB,2565,850,805,ENTERGY,CE,1967-03-01,1971-12-01,1971-12-01 00:00:00,,74.6,75.4,-,Online,1736
USA,US -259 ,BROWNS FERRY-1,BWR  ,BWR-4 (Mark 1),3458,1256,1200,TVA,GE,1967-05-01,1973-10-01,1974-12-01 00:00:00,,78.2,78.5,-,Online,2345
USA,US -260 ,BROWNS FERRY-2,BWR  ,BWR-4 (Mark 1),3458,1259,1200,TVA,GE,1967-05-01,1974-08-01,1975-03-01 00:00:00,,83.1,83.3,-,Online,2649
USA,US -261 ,ROBINSON-2,PWR  ,WH 3LP (DRYAMB,2339,780,741,PROGRESS,WH,1967-04-01,1970-09-01,1971-03-01 00:00:00,,81.0,81.2,-,Online,1249
USA,US -263 ,MONTICELLO,BWR  ,BWR-3 (Mark 1),2004,691,628,NSP,GE,1967-06-01,1971-03-01,1971-06-01 00:00:00,,86.0,86.1,-,Online,1369
USA,US -265 ,QUAD CITIES-2,BWR  ,BWR-3 (Mark 1),2957,940,911,EXELON,GE,1967-02-01,1972-05-01,1973-03-01 00:00:00,,81.5,82.0,-,Online,1916
USA,US -266 ,POINT BEACH-1,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1967-07-01,1970-11-01,1970-12-01 00:00:00,,85.9,86.2,-,Online,1219
USA,US -269 ,OCONEE-1,PWR  ,B&W LLP (DRYAM,2568,891,847,DUKEENER,B&W,1967-11-01,1973-05-01,1973-07-01 00:00:00,,83.0,83.2,-,Online,2008
USA,US -270 ,OCONEE-2,PWR  ,B&W LLP (DRYAM,2568,891,848,DUKEENER,B&W,1967-11-01,1973-12-01,1974-09-01 00:00:00,,84.7,84.9,-,Online,2222
USA,US -272 ,SALEM-1,PWR  ,WH 4LP (DRYAMB,3459,1254,1169,PSEG,WH,1968-09-01,1976-12-01,1977-06-01 00:00:00,,73.7,73.8,-,Online,3013
USA,US -275 ,DIABLO CANYON-1,PWR  ,WH 4LP (DRYAMB,3411,1197,1138,PG&E,WH,1968-04-01,1984-11-01,1985-05-01 00:00:00,,88.4,88.5,-,Online,6058
USA,US -277 ,PEACH BOTTOM-2,BWR  ,BWR-4 (Mark 1),3951,1412,1300,EXELON,GE,1968-01-01,1974-02-01,1974-07-01 00:00:00,,80.3,80.4,-,Online,2223
USA,US -278 ,PEACH BOTTOM-3,BWR  ,BWR-4 (Mark 1),3951,1412,1331,EXELON,GE,1968-01-01,1974-09-01,1974-12-01 00:00:00,,80.6,80.7,-,Online,2435
USA,US -280 ,SURRY-1,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-06-01,1972-07-01,1972-12-01 00:00:00,,79.5,79.5,-,Online,1491
USA,US -281 ,SURRY-2,PWR  ,WH 3LP (DRYSUB,2587,890,838,DOMINION,WH,1968-06-01,1973-03-01,1973-05-01 00:00:00,,80.0,80.0,-,Online,1734
USA,US -282 ,PRAIRIE ISLAND-1,PWR  ,WH 2LP (DRYAMB,1677,566,522,NSP,WH,1968-06-01,1973-12-01,1973-12-01 00:00:00,,87.5,87.5,-,Online,2009
USA,US -287 ,OCONEE-3,PWR  ,B&W LLP (DRYAM,2568,900,859,DUKEENER,B&W,1967-11-01,1974-09-01,1974-12-01 00:00:00,,83.9,84.1,-,Online,2496
USA,US -296 ,BROWNS FERRY-3,BWR  ,BWR-4 (Mark 1),3458,1260,1210,TVA,GE,1968-07-01,1976-09-01,1977-03-01 00:00:00,,85.4,85.7,-,Online,2984
USA,US -298 ,COOPER,BWR  ,BWR-4 (Mark 1),2419,801,769,ENTERGY,GE,1968-06-01,1974-05-01,1974-07-01 00:00:00,,80.1,80.2,-,Online,2160
USA,US -301 ,POINT BEACH-2,PWR  ,WH 2LP (DRYAMB,1800,640,591,NEXTERA,WH,1968-07-01,1972-08-01,1972-10-01 00:00:00,,86.9,86.9,-,Online,1492
USA,US -306 ,PRAIRIE ISLAND-2,PWR  ,WH 2LP (DRYAMB,1677,560,519,NSP,WH,1969-06-01,1974-12-01,1974-12-01 00:00:00,,88.3,88.3,-,Online,2009
USA,US -311 ,SALEM-2,PWR  ,WH 4LP (DRYAMB,3459,1200,1158,PSEG,WH,1968-09-01,1981-06-01,1981-10-01 00:00:00,,76.3,76.3,-,Online,4656
USA,US -313 ,ANO-1,PWR  ,B&W LLP (DRYAM,2568,903,836,ENTERGY,B&W,1968-10-01,1974-08-01,1974-12-01 00:00:00,,81.6,82.0,-,Online,2130
USA,US -315 ,COOK-1,PWR  ,WH 4LP (ICECDN,3304,1131,1030,AEP,WH,1969-03-01,1975-02-01,1975-08-01 00:00:00,,73.4,73.6,-,Online,2163
USA,US -316 ,COOK-2,PWR  ,WH 4LP (ICECDN,3468,1231,1168,AEP,WH,1969-03-01,1978-03-01,1978-07-01 00:00:00,,74.6,74.7,-,Online,3287
USA,US -317 ,CALVERT CLIFFS-1,PWR  ,CE 2LP (DRYAMB,2737,918,877,EXELON,CE,1968-06-01,1975-01-01,1975-05-01 00:00:00,,82.3,82.5,-,Online,2405
USA,US -318 ,CALVERT CLIFFS-2,PWR  ,CE 2LP (DRYAMB,2737,911,855,EXELON,CE,1968-06-01,1976-12-01,1977-04-01 00:00:00,,85.2,85.3,-,Online,3105
USA,US -321 ,HATCH-1,BWR  ,BWR-4 (Mark 1),2804,911,876,SOUTHERN,GE,1968-09-01,1974-11-01,1975-12-01 00:00:00,,84.0,84.0,-,Online,2252
USA,US -323 ,DIABLO CANYON-2,PWR  ,WH 4LP (DRYAMB,3411,1197,1118,PG&E,WH,1970-12-01,1985-10-01,1986-03-01 00:00:00,,88.3,88.4,-,Online,5418
USA,US -324 ,BRUNSWICK-2,BWR  ,BWR-4 (Mark 1),2923,960,932,PROGRESS,GE,1970-02-01,1975-04-01,1975-11-01 00:00:00,,78.4,78.7,-,Online,1885
USA,US -325 ,BRUNSWICK-1,BWR  ,BWR-4 (Mark 1),2923,990,938,PROGRESS,GE,1970-02-01,1976-12-01,1977-03-01 00:00:00,,79.4,79.7,-,Online,2495
USA,US -327 ,SEQUOYAH-1,PWR  ,WH 4LP (ICECND,3455,1221,1152,TVA,WH,1970-05-01,1980-07-01,1981-07-01 00:00:00,,77.4,77.4,-,Online,3714
USA,US -328 ,SEQUOYAH-2,PWR  ,WH 4LP (ICECND,3455,1200,1139,TVA,WH,1970-05-01,1981-12-01,1982-06-01 00:00:00,,80.6,80.6,-,Online,4232
USA,US -333 ,FITZPATRICK,BWR  ,BWR-4 (Mark 1),2536,849,813,EXELON,GE,1968-09-01,1975-02-01,1975-07-01 00:00:00,,81.7,81.8,-,Online,2344
USA,US -334 ,BEAVER VALLEY-1,PWR  ,WH 3LP (DRYSUB,2900,959,908,FENOC,WH,1970-06-01,1976-06-01,1976-10-01 00:00:00,,78.8,78.8,-,Online,2192
USA,US -335 ,ST. LUCIE-1,PWR  ,CE 2LP (DRYAMB,3020,1045,981,FPL,CE,1970-07-01,1976-05-01,1976-12-01 00:00:00,,83.6,83.8,-,Online,2131
USA,US -336 ,MILLSTONE-2,PWR  ,CE 2LP (DRYAMB,2700,918,869,DOMINION,CE,1969-11-01,1975-11-01,1975-12-01 00:00:00,,73.0,73.5,-,Online,2191
USA,US -338 ,NORTH ANNA-1,PWR  ,WH 3LP (DRYSUB,2940,990,948,DOMINION,WH,1971-02-01,1978-04-01,1978-06-01 00:00:00,,84.6,85.1,-,Online,2616
USA,US -339 ,NORTH ANNA-2,PWR  ,WH 3LP (DRYSUB,2940,1011,944,DOMINION,WH,1971-02-01,1980-08-01,1980-12-01 00:00:00,,87.2,87.9,-,Online,3469
USA,US -341 ,FERMI-2,BWR  ,BWR-4 (Mark 1),3486,1198,1115,DTEDISON,GE,1972-09-01,1986-09-01,1988-01-01 00:00:00,,80.5,80.5,-,Online,5113
USA,US -346 ,DAVIS BESSE-1,PWR  ,B&W RLP (DRYAM,2817,925,894,FENOC,B&W,1970-09-01,1977-08-01,1978-07-01 00:00:00,,74.7,74.8,-,Online,2526
USA,US -348 ,FARLEY-1,PWR  ,WH 3LP (DRYAMB,2775,918,874,SOUTHERN,WH,1970-10-01,1977-08-01,1977-12-01 00:00:00,,86.0,86.1,-,Online,2496
USA,US -352 ,LIMERICK-1,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-06-01,1985-04-01,1986-02-01 00:00:00,,91.9,91.9,-,Online,3957
USA,US -353 ,LIMERICK-2,BWR  ,BWR-4 (Mark 2),3515,1194,1134,EXELON,GE,1974-06-01,1989-09-01,1990-01-01 00:00:00,,93.8,93.8,-,Online,5571
USA,US -354 ,HOPE CREEK-1,BWR  ,BWR-4 (Mark 1),3840,1240,1172,PSEG,GE,1976-03-01,1986-08-01,1986-12-01 00:00:00,,88.6,88.6,-,Online,3805
USA,US -364 ,FARLEY-2,PWR  ,WH 3LP (DRYAMB,2775,928,883,SOUTHERN,WH,1970-10-01,1981-05-01,1981-07-01 00:00:00,,89.4,89.4,-,Online,3865
USA,US -366 ,HATCH-2,BWR  ,BWR-4 (Mark 1),2804,921,883,SOUTHERN,GE,1972-02-01,1978-09-01,1979-09-01 00:00:00,,85.6,85.6,-,Online,2404
USA,US -368 ,ANO-2,PWR  ,CE 2LP (DRYAMB,3026,1065,988,ENTERGY,CE,1968-12-01,1978-12-01,1980-03-01 00:00:00,,84.1,84.2,-,Online,3652
USA,US -369 ,MCGUIRE-1,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-04-01,1981-09-01,1981-12-01 00:00:00,,84.2,84.5,-,Online,3806
USA,US -370 ,MCGUIRE-2,PWR  ,WH 4LP (ICECND,3411,1215,1158,DUKEENER,WH,1971-04-01,1983-05-01,1984-03-01 00:00:00,,87.1,87.1,-,Online,4413
USA,US -373 ,LASALLE-1,BWR  ,BWR-5 (Mark 2),3546,1207,1137,EXELON,GE,1973-09-01,1982-09-01,1984-01-01 00:00:00,,82.6,82.6,-,Online,3287
USA,US -374 ,LASALLE-2,BWR  ,BWR-5 (Mark 2),3546,1207,1140,EXELON,GE,1973-09-01,1984-04-01,1984-10-01 00:00:00,,81.8,81.8,-,Online,3865
USA,US -382 ,WATERFORD-3,PWR  ,CE 2LP (DRYAMB,3716,1250,1168,ENTERGY,CE,1974-11-01,1985-03-01,1985-09-01 00:00:00,,87.7,88.0,-,Online,3773
USA,US -387 ,SUSQUEHANNA-1,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11-01,1982-11-01,1983-06-01 00:00:00,,85.8,85.8,-,Online,3287
USA,US -388 ,SUSQUEHANNA-2,BWR  ,BWR-4 (Mark 2),3952,1330,1257,PPL_SUSQ,GE,1973-11-01,1984-07-01,1985-02-01 00:00:00,,88.7,88.7,-,Online,3895
USA,US -389 ,ST. LUCIE-2,PWR  ,CE 2LP (DRYAMB,3020,1050,987,FPL,CE,1977-06-01,1983-06-01,1983-08-01 00:00:00,,86.6,86.9,-,Online,2191
USA,US -390 ,WATTS BAR-1,PWR  ,WH 4LP (ICECND,3459,1210,1157,TVA,WH,1973-07-01,1996-02-01,1996-05-01 00:00:00,,90.0,90.1,-,Online,8250
USA,US -391 ,WATTS BAR-2,PWR  ,WH 4LP (ICECND,3411,1218,1164,TVA,WH,1973-09-01,2016-06-01,2016-10-01 00:00:00,,84.7,84.7,-,Online,15614
USA,US -395 ,SUMMER-1,PWR  ,WH 3LP (DRYAMB,2900,1006,973,SCE&G,WH,1973-03-01,1982-11-01,1984-01-01 00:00:00,,86.0,86.0,-,Online,3532
USA,US -397 ,COLUMBIA,BWR  ,BWR-5 (Mark 2),3486,1190,1131,ENERGYNW,GE,1972-08-01,1984-05-01,1984-12-01 00:00:00,,81.6,82.2,-,Online,4291
USA,US -400 ,HARRIS-1,PWR  ,WH 3LP (DRYAMB,2900,980,964,PROGRESS,WH,1978-01-01,1987-01-01,1987-05-01 00:00:00,,89.5,89.6,-,Online,3287
USA,US -410 ,NINE MILE POINT-2,BWR  ,BWR-5 (Mark 2),3988,1320,1277,EXELON,GE,1975-08-01,1987-08-01,1988-03-01 00:00:00,,87.6,87.6,-,Online,4383
USA,US -412 ,BEAVER VALLEY-2,PWR  ,WH 3LP (DRYSUB,2900,958,905,FENOC,WH,1974-05-01,1987-08-01,1987-11-01 00:00:00,,88.8,88.8,-,Online,4840
USA,US -413 ,CATAWBA-1,PWR  ,WH 4LP (ICECND,3411,1188,1160,DUKEENER,WH,1974-05-01,1985-01-01,1985-06-01 00:00:00,,87.2,87.2,-,Online,3898
USA,US -414 ,CATAWBA-2,PWR  ,WH 4LP (ICECND,3411,1188,1150,DUKEENER,WH,1974-05-01,1986-05-01,1986-08-01 00:00:00,,88.2,88.2,-,Online,4383
USA,US -416 ,GRAND GULF-1,BWR  ,BWR-6 (Mark 3),4408,1500,1401,ENTERGY,GE,1974-05-01,1984-10-01,1985-07-01 00:00:00,,84.4,84.6,-,Online,3806
USA,US -423 ,MILLSTONE-3,PWR  ,WH 4LP (DRYSUB,3650,1280,1210,DOMINION,WH,1974-08-01,1986-02-01,1986-04-01 00:00:00,,81.5,81.5,-,Online,4202
USA,US -424 ,VOGTLE-1,PWR  ,WH 4LP (DRYAMB,3626,1229,1150,SOUTHERN,WH,1976-08-01,1987-03-01,1987-06-01 00:00:00,,91.5,91.5,-,Online,3864
USA,US -425 ,VOGTLE-2,PWR  ,WH 4LP (DRYAMB,3626,1229,1152,SOUTHERN,WH,1976-08-01,1989-04-01,1989-05-01 00:00:00,,91.9,91.9,-,Online,4626
USA,US -440 ,PERRY-1,BWR  ,BWR-6 (Mark 3),3758,1303,1240,FENOC,GE,1974-10-01,1986-12-01,1987-11-01 00:00:00,,84.4,84.4,-,Online,4444
USA,US -443 ,SEABROOK-1,PWR  ,WH 4LP (DRYAMB,3648,1296,1246,NEXTERA,WH,1976-07-01,1990-05-01,1990-08-01 00:00:00,,88.9,89.0,-,Online,5052
