Country,Code,Name,Type,Model,Thermal,Gross,Net,Operator,Supplier,Start,Connection,Operation,Shutdown,EAF,UCF,NEA,Status,Construction_time
UK,GB -3A  ,BERKELEY-1,GCR  ,,620,166,138,ML,TNPG,1957-01-01,1962-06-01,1962-06-01 00:00:00,1989-03-01 00:00:00,,,-,Shutdown,1977
UK,GB -3B  ,BERKELEY-2,GCR  ,,620,166,138,ML,TNPG,1957-01-01,1962-06-01,1962-10-01 00:00:00,1988-10-01 00:00:00,,,-,Shutdown,1977
UK,GB -4A  ,BRADWELL-1,GCR  ,,481,146,123,ML,TNPG,1957-01-01,1962-07-01,1962-07-01 00:00:00,2002-03-01 00:00:00,,,-,Shutdown,2007
UK,GB -4B  ,BRADWELL-2,GCR  ,,481,146,123,ML,TNPG,1957-01-01,1962-07-01,1962-11-01 00:00:00,2002-03-01 00:00:00,,,-,Shutdown,2007
UK,GB -1A  ,CALDER HALL-1,GCR  ,,268,60,49,SL,UKAEA,1953-08-01,1956-08-01,1956-10-01 00:00:00,2003-03-01 00:00:00,,,-,Shutdown,1096
UK,GB -1B  ,CALDER HALL-2,GCR  ,,268,60,49,SL,UKAEA,1953-08-01,1957-02-01,1957-02-01 00:00:00,2003-03-01 00:00:00,,,-,Shutdown,1280
UK,GB -1C  ,CALDER HALL-3,GCR  ,,268,60,49,SL,UKAEA,1955-08-01,1958-03-01,1958-05-01 00:00:00,2003-03-01 00:00:00,,,-,Shutdown,943
UK,GB -1D  ,CALDER HALL-4,GCR  ,,268,60,49,SL,UKAEA,1955-08-01,1959-04-01,1959-04-01 00:00:00,2003-03-01 00:00:00,,,-,Shutdown,1339
UK,GB -2A  ,CHAPELCROSS-1,GCR  ,,260,60,48,ML,UKAEA,1955-10-01,1959-02-01,1959-03-01 00:00:00,2004-06-01 00:00:00,,,-,Shutdown,1219
UK,GB -2B  ,CHAPELCROSS-2,GCR  ,,260,60,48,ML,UKAEA,1955-10-01,1959-07-01,1959-08-01 00:00:00,2004-06-01 00:00:00,,,-,Shutdown,1369
UK,GB -2C  ,CHAPELCROSS-3,GCR  ,,260,60,48,ML,UKAEA,1955-10-01,1959-11-01,1959-12-01 00:00:00,2004-06-01 00:00:00,,,-,Shutdown,1492
UK,GB -2D  ,CHAPELCROSS-4,GCR  ,,260,60,48,ML,UKAEA,1955-10-01,1960-01-01,1960-03-01 00:00:00,2004-06-01 00:00:00,,,-,Shutdown,1553
UK,GB -14  ,DOUNREAY DFR,FBR  ,,60,15,11,UKAEA,UKAEA,1955-03-01,1962-10-01,1962-10-01 00:00:00,1977-03-01 00:00:00,,,-,Shutdown,2771
UK,GB -15  ,DOUNREAY PFR,FBR  ,,600,250,234,UKAEA,TNPG,1966-01-01,1975-01-01,1976-07-01 00:00:00,1994-03-01 00:00:00,,,-,Shutdown,3287
UK,GB -9A  ,DUNGENESS A-1,GCR  ,,840,230,225,ML,TNPG,1960-07-01,1965-09-01,1965-10-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,1888
UK,GB -9B  ,DUNGENESS A-2,GCR  ,,840,230,225,ML,TNPG,1960-07-01,1965-11-01,1965-12-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,1949
UK,GB -18A ,DUNGENESS B-1,GCR  ,,1500,615,545,EDF UK,APC,1965-10-01,1983-04-01,1985-04-01 00:00:00,2021-06-01 00:00:00,,,-,Shutdown,6391
UK,GB -18B ,DUNGENESS B-2,GCR  ,,1500,615,545,EDF UK,APC,1965-10-01,1985-12-01,1989-04-01 00:00:00,2021-06-01 00:00:00,,,-,Shutdown,7366
UK,GB -7A  ,HINKLEY POINT A-1,GCR  ,,900,267,235,ML,EE/B&W/T,1957-11-01,1965-02-01,1965-03-01 00:00:00,2000-05-01 00:00:00,,,-,Shutdown,2649
UK,GB -7B  ,HINKLEY POINT A-2,GCR  ,,900,267,235,ML,EE/B&W/T,1957-11-01,1965-03-01,1965-05-01 00:00:00,2000-05-01 00:00:00,,,-,Shutdown,2677
UK,GB -6A  ,HUNTERSTON A-1,GCR  ,,595,173,150,ML,GEC,1957-10-01,1964-02-01,1964-02-01 00:00:00,1990-03-01 00:00:00,,,-,Shutdown,2314
UK,GB -6B  ,HUNTERSTON A-2,GCR  ,,595,173,150,ML,GEC,1957-10-01,1964-06-01,1964-07-01 00:00:00,1989-12-01 00:00:00,,,-,Shutdown,2435
UK,GB -17A ,HUNTERSTON B-1,GCR  ,,1496,644,490,EDF UK,TNPG,1967-11-01,1976-02-01,1976-02-01 00:00:00,2021-11-01 00:00:00,,,-,Shutdown,3014
UK,GB -11A ,OLDBURY A-1,GCR  ,,730,230,217,ML,TNPG,1962-05-01,1967-11-01,1967-12-01 00:00:00,2012-02-01 00:00:00,,,-,Shutdown,2010
UK,GB -11B ,OLDBURY A-2,GCR  ,,660,230,217,ML,TNPG,1962-05-01,1968-04-01,1968-09-01 00:00:00,2011-06-01 00:00:00,,,-,Shutdown,2162
UK,GB -10A ,SIZEWELL A-1,GCR  ,,1010,245,210,ML,EE/B&W/T,1961-04-01,1966-01-01,1966-03-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,1736
UK,GB -10B ,SIZEWELL A-2,GCR  ,,1010,245,210,ML,EE/B&W/T,1961-04-01,1966-04-01,1966-09-01 00:00:00,2006-12-01 00:00:00,,,-,Shutdown,1826
UK,GB -8A  ,TRAWSFYNYDD-1,GCR  ,,850,235,195,ML,APC,1959-07-01,1965-01-01,1965-03-01 00:00:00,1991-02-01 00:00:00,,,-,Shutdown,2011
UK,GB -8B  ,TRAWSFYNYDD-2,GCR  ,,850,235,195,ML,APC,1959-07-01,1965-02-01,1965-03-01 00:00:00,1991-02-01 00:00:00,,,-,Shutdown,2042
UK,GB -5   ,WINDSCALE AGR,GCR  ,,120,36,24,UKAEA,UKAEA,1958-11-01,1963-02-01,1963-03-01 00:00:00,1981-04-01 00:00:00,,,-,Shutdown,1553
UK,GB -12  ,WINFRITH SGHWR,SGHWR,,318,100,92,UKAEA,ICL/FE,1963-05-01,1967-12-01,1968-01-01 00:00:00,1990-09-01 00:00:00,,,-,Shutdown,1675
UK,GB -13A ,WYLFA-1,GCR  ,,1650,530,490,ML,EE/B&W/T,1963-09-01,1971-01-01,1971-11-01 00:00:00,2015-12-01 00:00:00,,,-,Shutdown,2679
UK,GB -13B ,WYLFA-2,GCR  ,,1920,540,490,ML,EE/B&W/T,1963-09-01,1971-07-01,1972-01-01 00:00:00,2012-04-01 00:00:00,,,-,Shutdown,2860
UKRAINE,UA -25  ,CHERNOBYL-1,LWGR ,,3200,800,740,MTE,FAEA,1970-03-01,1977-09-01,1978-05-01 00:00:00,1996-11-01 00:00:00,,,-,Shutdown,2741
UKRAINE,UA -26  ,CHERNOBYL-2,LWGR ,,3200,1000,925,MTE,FAEA,1973-02-01,1978-12-01,1979-05-01 00:00:00,1991-10-01 00:00:00,,,-,Shutdown,2129
UKRAINE,UA -42  ,CHERNOBYL-3,LWGR ,,3200,1000,925,MTE,FAEA,1976-03-01,1981-12-01,1982-06-01 00:00:00,2000-12-01 00:00:00,,,-,Shutdown,2101
UKRAINE,UA -43  ,CHERNOBYL-4,LWGR ,,3200,1000,925,MTE,FAEA,1979-04-01,1983-12-01,1984-03-01 00:00:00,1986-04-01 00:00:00,,,-,Shutdown,1705
USA,US -155 ,BIG ROCK POINT,BWR  ,,240,71,67,CPC,GE,1960-05-01,1962-12-01,1963-03-01 00:00:00,1997-08-01 00:00:00,,,-,Shutdown,944
USA,US -014 ,BONUS,BWR  ,,50,18,17,DOE/PRWR,GNEPRWRA,1960-01-01,1964-08-01,1965-09-01 00:00:00,1968-06-01 00:00:00,,,-,Shutdown,1674
USA,US -302 ,CRYSTAL RIVER-3,PWR  ,,2568,890,860,PROGRESS,B&W,1968-09-01,1977-01-01,1977-03-01 00:00:00,2013-02-01 00:00:00,,,-,Shutdown,3044
USA,US -144 ,CVTR,PHWR ,,65,19,17,CVPA,WH,1960-01-01,1963-12-01,1963-12-01 00:00:00,1967-01-01 00:00:00,,,-,Shutdown,1430
USA,US -10  ,DRESDEN-1,BWR  ,,700,207,197,EXELON,GE,1956-05-01,1960-04-01,1960-07-01 00:00:00,1978-10-01 00:00:00,,,-,Shutdown,1431
USA,US -331 ,DUANE ARNOLD-1,BWR  ,,1912,624,601,NEXTERA,GE,1970-06-01,1974-05-01,1975-02-01 00:00:00,2020-10-01 00:00:00,,,-,Shutdown,1430
USA,US -011 ,ELK RIVER,BWR  ,,58,24,22,RCPA,AC,1959-01-01,1963-08-01,1964-07-01 00:00:00,1968-02-01 00:00:00,,,-,Shutdown,1673
USA,US -16  ,FERMI-1,FBR  ,,200,65,61,DTEDISON,UEC,1956-08-01,1966-08-01,1966-08-01 00:00:00,1972-11-01 00:00:00,,,-,Shutdown,3652
USA,US -285 ,FORT CALHOUN-1,PWR  ,,1500,512,482,EXELON,CE,1968-06-01,1973-08-01,1973-09-01 00:00:00,2016-10-01 00:00:00,,,-,Shutdown,1887
USA,US -267 ,FORT ST. VRAIN,HTGR ,,842,342,330,PSCC,GA,1968-09-01,1976-12-01,1979-07-01 00:00:00,1989-08-01 00:00:00,,,-,Shutdown,3013
USA,US -018 ,GE VALLECITOS,BWR  ,,50,24,24,GE,GE,1956-01-01,1957-10-01,1957-10-01 00:00:00,1963-12-01 00:00:00,,,-,Shutdown,639
USA,US -213 ,HADDAM NECK,PWR  ,,1825,603,560,CYAPC,WH,1964-05-01,1967-08-01,1968-01-01 00:00:00,1996-12-01 00:00:00,,,-,Shutdown,1187
USA,US -077 ,HALLAM,X    ,,256,84,75,AEC/NPPD,GE,1959-01-01,1963-09-01,1963-11-01 00:00:00,1964-09-01 00:00:00,,,-,Shutdown,1704
USA,US -133 ,HUMBOLDT BAY,BWR  ,,220,65,63,PG&E,GE,1960-11-01,1963-04-01,1963-08-01 00:00:00,1976-07-01 00:00:00,,,-,Shutdown,881
USA,US -013 ,INDIAN POINT-1,PWR  ,,615,277,257,ENTERGY,B&W,1956-05-01,1962-09-01,1962-10-01 00:00:00,1974-10-01 00:00:00,,,-,Shutdown,2314
USA,US -247 ,INDIAN POINT-2,PWR  ,,3216,1067,998,ENTERGY,WH,1966-10-01,1973-06-01,1974-08-01 00:00:00,2020-04-01 00:00:00,,,-,Shutdown,2435
USA,US -286 ,INDIAN POINT-3,PWR  ,,3216,1085,1030,ENTERGY,WH,1968-10-01,1976-04-01,1976-08-01 00:00:00,2021-04-01 00:00:00,,,-,Shutdown,2739
USA,US -305 ,KEWAUNEE,PWR  ,,1772,595,566,DOMINION,WH,1968-08-01,1974-04-01,1974-06-01 00:00:00,2013-05-01 00:00:00,,,-,Shutdown,2069
USA,US -409 ,LACROSSE,BWR  ,,165,55,48,DPC,AC,1963-03-01,1968-04-01,1969-11-01 00:00:00,1987-04-01 00:00:00,,,-,Shutdown,1858
USA,US -309 ,MAINE YANKEE,PWR  ,,2630,900,860,MYAPC,CE,1968-10-01,1972-11-01,1972-12-01 00:00:00,1997-08-01 00:00:00,,,-,Shutdown,1492
USA,US -245 ,MILLSTONE-1,BWR  ,,2011,684,641,DOMINION,GE,1966-05-01,1970-11-01,1971-03-01 00:00:00,1998-07-01 00:00:00,,,-,Shutdown,1645
USA,US -219 ,OYSTER CREEK,BWR  ,,1930,652,619,EXELON,GE,1964-12-01,1969-09-01,1969-12-01 00:00:00,2018-09-01 00:00:00,,,-,Shutdown,1735
USA,US -130 ,PATHFINDER,BWR  ,,220,63,59,NMC,AC,1959-01-01,1966-07-01,1966-08-01 00:00:00,1967-10-01 00:00:00,,,-,Shutdown,2738
USA,US -171 ,PEACH BOTTOM-1,HTGR ,,115,42,40,EXELON,GA,1962-02-01,1967-01-01,1967-06-01 00:00:00,1974-11-01 00:00:00,,,-,Shutdown,1795
USA,US -293 ,PILGRIM-1,BWR  ,,2028,711,677,ENTERGY,GE,1968-08-01,1972-07-01,1972-12-01 00:00:00,2019-05-01 00:00:00,,,-,Shutdown,1430
USA,US -012 ,PIQUA,X    ,,46,12,12,CofPiqua,GE,1960-01-01,1963-07-01,1963-11-01 00:00:00,1966-01-01 00:00:00,,,-,Shutdown,1277
USA,US -312 ,RANCHO SECO-1,PWR  ,,2772,917,873,SMUD,B&W,1969-04-01,1974-10-01,1975-04-01 00:00:00,1989-06-01 00:00:00,,,-,Shutdown,2009
USA,US -206 ,SAN ONOFRE-1,PWR  ,,1347,456,436,SCE,WH,1964-05-01,1967-07-01,1968-01-01 00:00:00,1992-11-01 00:00:00,,,-,Shutdown,1156
USA,US -361 ,SAN ONOFRE-2,PWR  ,,3438,1127,1070,SCE,CE,1974-03-01,1982-09-01,1983-08-01 00:00:00,2013-06-01 00:00:00,,,-,Shutdown,3106
USA,US -362 ,SAN ONOFRE-3,PWR  ,,3438,1127,1080,SCE,CE,1974-03-01,1983-09-01,1984-04-01 00:00:00,2013-06-01 00:00:00,,,-,Shutdown,3471
USA,US -146 ,SAXTON,PWR  ,,24,3,3,SNEC,GE,1960-01-01,1967-03-01,,1972-05-01 00:00:00,,,-,Shutdown,2616
USA,US -001 ,SHIPPINGPORT,PWR  ,,236,68,60,DOE DUQU,WH,1954-01-01,1957-12-01,1958-05-01 00:00:00,1982-10-01 00:00:00,,,-,Shutdown,1430
USA,US -322 ,SHOREHAM,BWR  ,,2436,849,820,LIPA,GE,1972-11-01,1986-08-01,,1989-06-01 00:00:00,,,-,Shutdown,5021
USA,US -289 ,THREE MILE ISLAND-1,PWR  ,,2568,880,819,EXELON,B&W,1968-05-01,1974-06-01,1974-09-01 00:00:00,2019-09-01 00:00:00,,,-,Shutdown,2222
USA,US -320 ,THREE MILE ISLAND-2,PWR  ,,2772,959,880,GPU,B&W,1969-11-01,1978-04-01,1978-12-01 00:00:00,1979-03-01 00:00:00,,,-,Shutdown,3073
USA,US -344 ,TROJAN,PWR  ,,3411,1155,1095,PORTGE,WH,1970-02-01,1975-12-01,1976-05-01 00:00:00,1992-11-01 00:00:00,,,-,Shutdown,2129
USA,US -271 ,VERMONT YANKEE,BWR  ,,1912,635,605,ENTERGY,GE,1967-12-01,1972-09-01,1972-11-01 00:00:00,2014-12-01 00:00:00,,,-,Shutdown,1736
USA,US -29  ,YANKEE NPS,PWR  ,,600,180,167,YAEC,WH,1957-11-01,1960-11-01,1961-07-01 00:00:00,1991-10-01 00:00:00,,,-,Shutdown,1096
USA,US -295 ,ZION-1,PWR  ,,3250,1085,1040,EXELON,WH,1968-12-01,1973-06-01,1973-12-01 00:00:00,1998-02-01 00:00:00,,,-,Shutdown,1643
USA,US -304 ,ZION-2,PWR  ,,3250,1085,1040,EXELON,WH,1968-12-01,1973-12-01,1974-09-01 00:00:00,1998-02-01 00:00:00,,,-,Shutdown,1826
"TAIWAN,CHINA",TW -1   ,CHINSHAN-1,BWR  ,,1840,636,604,TPC,GE,1972-06-01,1977-11-01,1978-12-01 00:00:00,2018-12-01 00:00:00,,,-,Shutdown,1979
"TAIWAN,CHINA",TW -2   ,CHINSHAN-2,BWR  ,,1840,636,604,TPC,GE,1973-12-01,1978-12-01,1979-07-01 00:00:00,2019-07-01 00:00:00,,,-,Shutdown,1826
"TAIWAN,CHINA",TW -3   ,KUOSHENG-1,BWR  ,,2894,985,985,TPC,GE,1975-11-01,1981-05-01,1981-12-01 00:00:00,2021-12-01 00:00:00,,,-,Shutdown,2008
